"","gene_oid","Locus.Tag","Gene.Symbol","Product.Name","DNA.Seq.Length","AA.Seq.Length","Genome","Enzymes","COGs","COG.Categories","Pfams","TIGRfams","Signal.Peptide","Transmembrane.Helices","Kegg.Category","modulekey"
"6912",2582909966,"TH1542DRAFT_01033",NA,"succinate dehydrogenase subunit D (EC 1.3.5.1)",342,113,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","","COG3080","C","pfam02313","","No","Yes","Oxidative Phosphorylation",NA
"6913",2582909967,"TH1542DRAFT_01034",NA,"Fumarate reductase subunit C",393,130,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","","COG3029","C","pfam02300","","No","Yes","Oxidative Phosphorylation",NA
"6914",2582909968,"TH1542DRAFT_01035",NA,"succinate dehydrogenase and fumarate reductase iron-sulfur protein",753,250,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","EC:1.3.5.4","COG0479","C","pfam13085 pfam13183","TIGR00384","No","No","Oxidative Phosphorylation","M00091"
"6915",2582909969,"TH1542DRAFT_01036",NA,"succinate dehydrogenase subunit A (EC 1.3.5.1)",1758,585,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","EC:1.3.5.4","COG1053","C","pfam00890 pfam02910","TIGR01176 TIGR01812","No","No","Oxidative Phosphorylation","M00091"
"6916",2582910074,"TH1542DRAFT_01141",NA,"NADH dehydrogenase subunit N (EC 1.6.5.3)",1488,495,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","EC:1.6.5.3","COG1007","C","pfam00361","TIGR01770","No","Yes","Oxidative Phosphorylation","M00144"
"6917",2582910075,"TH1542DRAFT_01142",NA,"proton-translocating NADH-quinone oxidoreductase, chain M",1476,491,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","EC:1.6.5.3","COG1008","C","pfam00361 pfam01059","TIGR01972","No","Yes","Oxidative Phosphorylation","M00144"
"6918",2582910076,"TH1542DRAFT_01143",NA,"NADH dehydrogenase subunit L (EC 1.6.5.3)",2028,675,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","EC:1.6.5.3","COG1009","C P","pfam00361 pfam00662","TIGR01974","No","Yes","Oxidative Phosphorylation","M00144"
"6919",2582910077,"TH1542DRAFT_01144",NA,"NADH dehydrogenase subunit K (EC 1.6.5.3)",309,102,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","EC:1.6.5.3","COG0713","C","pfam00420","","No","Yes","Oxidative Phosphorylation","M00144"
"6920",2582910078,"TH1542DRAFT_01145",NA,"NADH:ubiquinone oxidoreductase subunit 6 (chain J)",660,219,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","EC:1.6.5.3","COG0839","C","pfam00499","","No","Yes","Oxidative Phosphorylation","M00144"
"6921",2582910079,"TH1542DRAFT_01146",NA,"NADH dehydrogenase subunit I (EC 1.6.5.3)",534,177,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","EC:1.6.5.3","COG1143","C","pfam12838","TIGR01971","No","No","Oxidative Phosphorylation","M00144"
"6922",2582910080,"TH1542DRAFT_01147",NA,"NADH dehydrogenase subunit H (EC 1.6.5.3)",1077,358,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","EC:1.6.5.3","COG1005","C","pfam00146","","No","Yes","Oxidative Phosphorylation","M00144"
"6923",2582910081,"TH1542DRAFT_01148",NA,"NADH dehydrogenase subunit G (EC 1.6.5.3)",2136,711,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","EC:1.6.5.3","COG1034","C","pfam00384 pfam10588 pfam13510","TIGR01973","No","No","Oxidative Phosphorylation","M00144"
"6924",2582910082,"TH1542DRAFT_01149",NA,"NADH dehydrogenase subunit F (EC 1.6.5.3)",1353,450,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","EC:1.6.5.3","COG1894","C","pfam01512 pfam10531 pfam10589","TIGR01959","No","No","Oxidative Phosphorylation","M00144"
"6925",2582910083,"TH1542DRAFT_01150",NA,"NADH dehydrogenase subunit E (EC 1.6.5.3)",489,162,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","EC:1.6.5.3","COG1905","C","pfam01257","TIGR01958","No","No","Oxidative Phosphorylation","M00144"
"6926",2582910084,"TH1542DRAFT_01151",NA,"NADH dehydrogenase subunit D (EC 1.6.5.3)",1254,417,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","EC:1.6.5.3","COG0649","C","pfam00346","TIGR01962","No","Yes","Oxidative Phosphorylation","M00144"
"6927",2582910085,"TH1542DRAFT_01152",NA,"NADH dehydrogenase subunit C (EC 1.6.5.3)",609,202,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","EC:1.6.5.3","COG0852","C","pfam00329","TIGR01961","No","No","Oxidative Phosphorylation","M00144"
"6928",2582910086,"TH1542DRAFT_01153",NA,"NADH dehydrogenase subunit B (EC 1.6.5.3)",480,159,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","EC:1.6.5.3","COG0377","C","pfam01058","TIGR01957","No","No","Oxidative Phosphorylation","M00144"
"6929",2582910087,"TH1542DRAFT_01154",NA,"NADH dehydrogenase subunit A (EC 1.6.5.3)",360,119,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","EC:1.6.5.3","COG0838","C","pfam00507","","No","Yes","Oxidative Phosphorylation","M00144"
"6930",2582910152,"TH1542DRAFT_01219",NA,"Nucleoside-diphosphate-sugar epimerases",966,321,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","EC:1.6.99.3","COG0451","M G","pfam13460","","No","No","Oxidative Phosphorylation",NA
"6931",2582910669,"TH1542DRAFT_01737",NA,"cytochrome c oxidase, cbb3-type, subunit III",924,307,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","","COG2010","C","pfam13442 pfam14715","TIGR00782","No","Yes","Oxidative Phosphorylation",NA
"6932",2582910670,"TH1542DRAFT_01738",NA,"Cbb3-type cytochrome oxidase, subunit 3",144,47,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","","COG4736","O","pfam05545","","No","Yes","Oxidative Phosphorylation",NA
"6933",2582910671,"TH1542DRAFT_01739",NA,"cytochrome c oxidase, cbb3-type, subunit II",627,208,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","","COG2993","C","pfam02433","TIGR00781","No","Yes","Oxidative Phosphorylation",NA
"6934",2582910672,"TH1542DRAFT_01740",NA,"cytochrome c oxidase, cbb3-type, subunit I",1437,478,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","EC:1.9.3.1","COG3278","O","pfam00115","TIGR00780","No","Yes","Oxidative Phosphorylation","M00153"
"6935",2582910790,"TH1542DRAFT_01858",NA,"Cytochrome c1",765,254,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","","COG2857","C","pfam02167","","Yes","Yes","Oxidative Phosphorylation",NA
"6936",2582910791,"TH1542DRAFT_01859",NA,"Cytochrome b subunit of the bc complex",1401,466,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","","COG1290","C","pfam00032 pfam13631","","No","Yes","Oxidative Phosphorylation",NA
"6937",2582910792,"TH1542DRAFT_01860",NA,"ubiquinol-cytochrome c reductase, iron-sulfur subunit",615,204,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","EC:1.10.2.2","COG0723","C","pfam00355 pfam10399","TIGR01416","No","Yes","Oxidative Phosphorylation","M00151"
"6938",2582910996,"TH1542DRAFT_02064",NA,"vacuolar-type H(+)-translocating pyrophosphatase",2061,686,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","EC:3.6.1.1","COG3808","C","pfam03030","TIGR01104","No","Yes","Oxidative Phosphorylation",NA
"6939",2582910997,"TH1542DRAFT_02065",NA,"Inorganic pyrophosphatase",537,178,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","EC:3.6.1.1","COG0221","C","pfam00719","","No","No","Oxidative Phosphorylation",NA
"6940",2582911614,"TH1542DRAFT_02682",NA,"Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD subunit",2004,667,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","EC:1.6.99.5","COG0651","C P","pfam00361","","No","Yes","Oxidative Phosphorylation",NA
"6941",2582911937,"TH1542DRAFT_03006",NA,"protoheme IX farnesyltransferase",897,298,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","EC:2.5.1.-","COG0109","O","pfam01040","TIGR01473","No","Yes","Oxidative Phosphorylation","M00154"
"6942",2582911938,"TH1542DRAFT_03007",NA,"Uncharacterized protein required for cytochrome oxidase assembly",1140,379,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","","COG1612","O","pfam02628","","No","Yes","Oxidative Phosphorylation",NA
"6943",2582911942,"TH1542DRAFT_03011",NA,"Heme/copper-type cytochrome/quinol oxidase, subunit 3",882,293,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","EC:1.9.3.1","COG1845","C","pfam00510","","No","Yes","Oxidative Phosphorylation","M00153"
"6944",2582911944,"TH1542DRAFT_03013",NA,"Cytochrome oxidase assembly factor",600,199,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","","COG3175","O","pfam04442","","No","Yes","Oxidative Phosphorylation",NA
"6945",2582911945,"TH1542DRAFT_03014",NA,"cytochrome c oxidase, subunit I",1638,545,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","EC:1.9.3.1","COG0843","C","pfam00115","TIGR02891","No","Yes","Oxidative Phosphorylation","M00153"
"6946",2582911946,"TH1542DRAFT_03015",NA,"cytochrome c oxidase, subunit II",1185,394,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","EC:1.9.3.1","COG1622","C","pfam00116 pfam02790 pfam13442","TIGR02866","Yes","Yes","Oxidative Phosphorylation","M00153"
"6947",2582912289,"TH1542DRAFT_03358",NA,"succinate dehydrogenase subunit B (EC 1.3.5.1)",705,234,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","EC:1.3.5.1","COG0479","C","pfam13085 pfam13183","TIGR00384","No","No","Oxidative Phosphorylation","M00065"
"6948",2582912290,"TH1542DRAFT_03359",NA,"succinate dehydrogenase subunit A (EC 1.3.5.1)",1797,598,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","EC:1.3.5.1","COG1053","C","pfam00890 pfam02910","TIGR01816 TIGR01812","No","No","Oxidative Phosphorylation","M00065"
"6949",2582912291,"TH1542DRAFT_03360",NA,"succinate dehydrogenase subunit D (EC 1.3.5.1)",366,121,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","","COG2142","C","pfam01127","TIGR02968","No","Yes","Oxidative Phosphorylation",NA
"6950",2582912292,"TH1542DRAFT_03361",NA,"succinate dehydrogenase subunit C (EC 1.3.5.1)",447,148,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","","COG2009","C","pfam01127","TIGR02970","No","Yes","Oxidative Phosphorylation",NA
"6951",2582912378,"TH1542DRAFT_03447",NA,"ATP synthase, F1 beta subunit",1422,473,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","EC:3.6.3.14","COG0055","C","pfam00006 pfam00306 pfam02874","TIGR01039","No","No","Oxidative Phosphorylation","M00183"
"6952",2582912379,"TH1542DRAFT_03448",NA,"F0F1-type ATP synthase, epsilon subunit (mitochondrial delta subunit)",396,131,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","","COG0355","C","pfam02823","","No","No","Oxidative Phosphorylation",NA
"6953",2582912381,"TH1542DRAFT_03450",NA,"F0F1-type ATP synthase, subunit a",681,226,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","","COG0356","C","pfam00119","TIGR01131","No","Yes","Oxidative Phosphorylation",NA
"6954",2582912382,"TH1542DRAFT_03451",NA,"ATP synthase F0 subcomplex C subunit",267,88,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","","COG0636","C","pfam00137","","No","Yes","Oxidative Phosphorylation",NA
"6955",2582912383,"TH1542DRAFT_03452",NA,"F0F1-type ATP synthase, subunit b",750,249,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","","COG0711","C","pfam00213 pfam00430","","No","Yes","Oxidative Phosphorylation",NA
"6956",2582912384,"TH1542DRAFT_03453",NA,"proton translocating ATP synthase, F1 alpha subunit",1473,490,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","EC:3.6.3.14","COG0056","C","pfam00006 pfam00306 pfam02874","TIGR00962","No","No","Oxidative Phosphorylation","M00183"
"6957",2582912385,"TH1542DRAFT_03454",NA,"F0F1-type ATP synthase, gamma subunit",852,283,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","","COG0224","C","pfam00231","","No","No","Oxidative Phosphorylation",NA
"6958",2582912597,"TH1998DRAFT_00115",NA,"NADH dehydrogenase subunit N (EC 1.6.5.3)",1509,502,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1998","EC:1.6.5.3","COG1007","C","pfam00361","TIGR01770","No","Yes","Oxidative Phosphorylation","M00144"
"6959",2582912598,"TH1998DRAFT_00116",NA,"NADH dehydrogenase subunit M (EC 1.6.5.3)",1551,516,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1998","EC:1.6.5.3","COG1008","C","pfam00361","TIGR01972","No","Yes","Oxidative Phosphorylation","M00144"
"6960",2582912599,"TH1998DRAFT_00117",NA,"NADH dehydrogenase subunit L (EC 1.6.5.3)",1908,635,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1998","EC:1.6.5.3","COG1009","C P","pfam00361 pfam00662","TIGR01974","No","Yes","Oxidative Phosphorylation","M00144"
"6961",2582912600,"TH1998DRAFT_00118",NA,"NADH dehydrogenase subunit K (EC 1.6.5.3)",309,102,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1998","EC:1.6.5.3","COG0713","C","pfam00420","","No","Yes","Oxidative Phosphorylation","M00144"
"6962",2582912601,"TH1998DRAFT_00119",NA,"NADH dehydrogenase subunit J (EC 1.6.5.3)",573,190,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1998","EC:1.6.5.3","COG0839","C","pfam00499","","No","Yes","Oxidative Phosphorylation","M00144"
"6963",2582912602,"TH1998DRAFT_00120",NA,"NADH dehydrogenase subunit I (EC 1.6.5.3)",618,205,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1998","EC:1.6.5.3","COG1143","C","pfam12838","TIGR01971","No","No","Oxidative Phosphorylation","M00144"
"6964",2582912603,"TH1998DRAFT_00121",NA,"NADH dehydrogenase subunit H (EC 1.6.5.3)",990,329,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1998","EC:1.6.5.3","COG1005","C","pfam00146","","No","Yes","Oxidative Phosphorylation","M00144"
"6965",2582912604,"TH1998DRAFT_00122",NA,"NADH dehydrogenase subunit G (EC 1.6.5.3)",2487,828,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1998","EC:1.6.5.3","COG1034","C","pfam10588 pfam13187 pfam13510","","No","No","Oxidative Phosphorylation","M00144"
"6966",2582912605,"TH1998DRAFT_00123",NA,"NADH dehydrogenase subunit G (EC 1.6.5.3)",2256,751,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1998","EC:1.6.5.3","COG1034","C","pfam10588 pfam13237 pfam13510","","No","No","Oxidative Phosphorylation","M00144"
"6967",2582912607,"TH1998DRAFT_00125",NA,"hypothetical protein",225,74,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1998","EC:1.6.5.3","","","","","No","No","Oxidative Phosphorylation","M00144"
"6968",2582912608,"TH1998DRAFT_00126",NA,"NADH dehydrogenase subunit D (EC 1.6.5.3)",1239,412,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1998","EC:1.6.5.3","COG0649","C","pfam00346","TIGR01962","No","Yes","Oxidative Phosphorylation","M00144"
"6969",2582912609,"TH1998DRAFT_00127",NA,"NADH dehydrogenase subunit C (EC 1.6.5.3)",807,268,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1998","EC:1.6.5.3","COG0852","C","pfam00329","TIGR01961","No","No","Oxidative Phosphorylation","M00144"
"6970",2582912610,"TH1998DRAFT_00128",NA,"NADH dehydrogenase subunit B (EC 1.6.5.3)",510,169,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1998","EC:1.6.5.3","COG0377","C","pfam01058","TIGR01957","No","No","Oxidative Phosphorylation","M00144"
"6971",2582912611,"TH1998DRAFT_00129",NA,"NADH dehydrogenase subunit A (EC 1.6.5.3)",390,129,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1998","EC:1.6.5.3","COG0838","C","pfam00507","","No","Yes","Oxidative Phosphorylation","M00144"
"6972",2582912650,"TH1998DRAFT_00168",NA,"cytochrome bd-I ubiquinol oxidase subunit 2 apoprotein (EC 1.10.3.10)",1131,376,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1998","EC:1.10.3.-","COG1294","C","pfam02322","TIGR00203","No","Yes","Oxidative Phosphorylation","M00417"
"6973",2582912651,"TH1998DRAFT_00169",NA,"cytochrome bd-I ubiquinol oxidase subunit 1 apoprotein (EC 1.10.3.10)",1533,510,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1998","EC:1.10.3.-","","","pfam01654","","No","Yes","Oxidative Phosphorylation","M00417"
"6974",2582912788,"TH1998DRAFT_00306",NA,"ATPase, P-type (transporting), HAD superfamily, subfamily IC",2562,853,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1998","EC:3.6.3.6","COG0474","P","pfam00122 pfam00690 pfam00702","TIGR01647 TIGR01494","No","Yes","Oxidative Phosphorylation",NA
"6975",2582912802,"TH1998DRAFT_00320",NA,"NADH dehydrogenase, FAD-containing subunit",1209,402,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1998","EC:1.6.99.3","COG1252","C","pfam07992","","No","No","Oxidative Phosphorylation",NA
"6976",2582912903,"TH1998DRAFT_00421",NA,"polyphosphate kinase 1",2103,700,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1998","EC:2.7.4.1","COG0855","P","pfam02503 pfam13089 pfam13090","TIGR03705","No","No","Oxidative Phosphorylation",NA
"6977",2582912951,"TH1998DRAFT_00469",NA,"ATP synthase F0 subcomplex C subunit",315,104,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1998","","COG0636","C","pfam00137","TIGR01260","Yes","Yes","Oxidative Phosphorylation",NA
"6978",2582912991,"TH1998DRAFT_00509",NA,"Cytochrome C oxidase, cbb3-type, subunit III/Cytochrome c/N-terminal domain of cytochrome oxidase-cbb3, FixP",951,316,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1998","","","","pfam00034 pfam13442 pfam14715","TIGR00782","No","Yes","Oxidative Phosphorylation",NA
"6979",2582912992,"TH1998DRAFT_00510",NA,"cytochrome c oxidase, cbb3-type, CcoQ subunit, epsilon-Proteobacterial",201,66,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1998","","COG4736","O","pfam05545","TIGR02736","No","Yes","Oxidative Phosphorylation",NA
"6980",2582912993,"TH1998DRAFT_00511",NA,"cytochrome c oxidase, cbb3-type, subunit II",693,230,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1998","","COG2993","C","pfam02433","TIGR00781","No","Yes","Oxidative Phosphorylation",NA
"6981",2582912994,"TH1998DRAFT_00512",NA,"cytochrome c oxidase, cbb3-type, subunit I",1500,499,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1998","EC:1.9.3.1","COG3278","O","pfam00115","TIGR00780","No","Yes","Oxidative Phosphorylation","M00153"
"6982",2582913111,"TH1998DRAFT_00629",NA,"Succinate dehydrogenase/fumarate reductase, flavoprotein subunit",1662,553,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1998","EC:1.3.5.1","COG1053","C","pfam00890 pfam02910","","No","No","Oxidative Phosphorylation","M00065"
"6983",2582913312,"TH1998DRAFT_00830",NA,"succinate dehydrogenase subunit A (EC 1.3.5.1)",1608,535,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1998","EC:1.3.5.1","COG1053","C","pfam00890 pfam02910","TIGR01812","No","No","Oxidative Phosphorylation","M00065"
"6984",2582913314,"TH1998DRAFT_00832",NA,"succinate dehydrogenase and fumarate reductase iron-sulfur protein",699,232,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1998","EC:1.3.5.4","COG0479","C","pfam13085 pfam13183","TIGR00384","No","No","Oxidative Phosphorylation","M00091"
"6985",2582913483,"TH1998DRAFT_01001",NA,"ubiquinol-cytochrome c reductase, iron-sulfur subunit",522,173,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1998","EC:1.10.2.2","COG0723","C","pfam00355","TIGR01416 TIGR01409","No","No","Oxidative Phosphorylation","M00151"
"6986",2582913484,"TH1998DRAFT_01002",NA,"Cytochrome b subunit of the bc complex",1215,404,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1998","","COG1290","C","pfam00032 pfam13631","","No","Yes","Oxidative Phosphorylation",NA
"6987",2582913485,"TH1998DRAFT_01003",NA,"Cytochrome c1",942,313,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1998","","COG2857","C","pfam00034 pfam02167","","No","Yes","Oxidative Phosphorylation",NA
"6988",2582913935,"TH1998DRAFT_01453",NA,"F0F1-type ATP synthase, subunit b",423,140,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1998","","COG0711","C","pfam00430","","No","Yes","Oxidative Phosphorylation",NA
"6989",2582913936,"TH1998DRAFT_01454",NA,"F0F1-type ATP synthase, subunit b",516,171,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1998","","COG0711","C","pfam00430","","Yes","No","Oxidative Phosphorylation",NA
"6990",2582913937,"TH1998DRAFT_01455",NA,"F0F1-type ATP synthase, delta subunit (mitochondrial oligomycin sensitivity protein)",534,177,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1998","","COG0712","C","pfam00213","","No","No","Oxidative Phosphorylation",NA
"6991",2582913938,"TH1998DRAFT_01456",NA,"ATP synthase F1 subcomplex alpha subunit",1518,505,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1998","EC:3.6.3.14","COG0056","C","pfam00006 pfam00306 pfam02874","TIGR00962","No","No","Oxidative Phosphorylation","M00183"
"6992",2582913939,"TH1998DRAFT_01457",NA,"ATP synthase F1 subcomplex gamma subunit",891,296,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1998","","COG0224","C","pfam00231","TIGR01146","No","No","Oxidative Phosphorylation",NA
"6993",2582913940,"TH1998DRAFT_01458",NA,"ATP synthase F1 subcomplex beta subunit",1389,462,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1998","EC:3.6.3.14","COG0055","C","pfam00006 pfam00306 pfam02874","TIGR01039","No","No","Oxidative Phosphorylation","M00183"
"6994",2582913941,"TH1998DRAFT_01459",NA,"ATP synthase F1 subcomplex epsilon subunit",393,130,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1998","","COG0355","C","pfam02823","TIGR01216","No","No","Oxidative Phosphorylation",NA
"6995",2582913962,"TH1998DRAFT_01480",NA,"ATP synthase F0 subcomplex A subunit",678,225,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1998","","COG0356","C","pfam00119","TIGR01131","No","Yes","Oxidative Phosphorylation",NA
"6996",2582914051,"TH1998DRAFT_01569",NA,"Inorganic pyrophosphatase",519,172,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1998","EC:3.6.1.1","COG0221","C","pfam00719","","No","No","Oxidative Phosphorylation",NA
"6997",2582914109,"TH1998DRAFT_01627",NA,"succinate dehydrogenase subunit B (EC 1.3.5.1)",984,327,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1998","EC:1.3.5.1","COG0479","C","pfam13085 pfam13183","TIGR00384","No","No","Oxidative Phosphorylation","M00065"
"6998",2582914110,"TH1998DRAFT_01628",NA,"succinate dehydrogenase subunit A (EC 1.3.5.1)",1713,570,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1998","EC:1.3.5.1","COG1053","C","pfam00890 pfam02910","TIGR01812 TIGR01816","No","No","Oxidative Phosphorylation","M00065"
"6999",2582914495,"TH1998DRAFT_02013",NA,"Polyprenyltransferase (cytochrome oxidase assembly factor)",849,282,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1998","EC:2.5.1.-","COG0109","O","pfam01040","TIGR01473","No","Yes","Oxidative Phosphorylation","M00154"
"7000",2582914496,"TH1998DRAFT_02014",NA,"cytochrome c oxidase, subunit II",1335,444,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1998","EC:1.9.3.1","COG1622","C","pfam00034 pfam00116 pfam02790 pfam13442","TIGR02866","No","Yes","Oxidative Phosphorylation","M00153"
"7001",2582914498,"TH1998DRAFT_02016",NA,"Heme/copper-type cytochrome/quinol oxidase, subunit 3",648,215,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1998","EC:1.9.3.1","COG1845","C","pfam00510","","No","Yes","Oxidative Phosphorylation","M00153"
"7002",2582914499,"TH1998DRAFT_02017",NA,"Heme/copper-type cytochrome/quinol oxidases, subunit 1",1650,549,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1998","EC:1.9.3.1","COG0843","C","pfam00115","TIGR02891","No","Yes","Oxidative Phosphorylation","M00153"
"7003",2582914813,"TH1998DRAFT_02331",NA,"NAD(P)-dependent nickel-iron dehydrogenase diaphorase component subunit HoxU",723,240,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1998","EC:1.6.5.3","","","pfam10588 pfam12838 pfam13510","","No","No","Oxidative Phosphorylation","M00144"
"7004",2582914814,"TH1998DRAFT_02332",NA,"NAD(P)-dependent nickel-iron dehydrogenase flavin-containing subunit",1620,539,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1998","EC:1.6.5.3","COG1894","C","pfam01512 pfam10531 pfam10589","","No","No","Oxidative Phosphorylation","M00144"
"7005",2582914815,"TH1998DRAFT_02333",NA,"NAD(P)-dependent nickel-iron dehydrogenase diaphorase component subunit HoxE",474,157,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1998","EC:1.6.5.3","COG1905","C","pfam01257","","No","No","Oxidative Phosphorylation","M00144"
