"SAMPLE","PWY_NAME","PWY_COMMON_NAME","RXN","ORF","coverage"
"m2582580614","PWY0-1021","L-alanine biosynthesis III","RXN0-308","m2582580614_64_2",100
"m2582580614","PWY0-1021","L-alanine biosynthesis III","RXN0-308","m2582580614_39_39",100
"m2582580614","PWY0-1021","L-alanine biosynthesis III","RXN0-308","m2582580614_2_47",100
"m2582580614","PWY-6387","UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)","UDPNACETYLMURAMATEDEHYDROG-RXN","m2582580614_66_7",75
"m2582580614","PWY-6387","UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)","UDP-NACMUR-ALA-LIG-RXN","m2582580614_70_16",75
"m2582580614","PWY-6387","UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)","UDP-NACMURALGLDAPLIG-RXN","m2582580614_70_11",75
"m2582580614","PWY-6387","UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)","UDP-NACMURALGLDAPAALIG-RXN","m2582580614_27_25",75
"m2582580614","PWY-6387","UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)","DALADALALIG-RXN","m2582580614_60_51",75
"m2582580614","PWY-6387","UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)","UDP-NACMURALA-GLU-LIG-RXN","m2582580614_70_13",75
"m2582580614","PWY0-662","PRPP biosynthesis I","PRPPSYN-RXN","m2582580614_65_10",100
"m2582580614","PWY-3781","aerobic respiration I (cytochrome c)","CYTOCHROME-C-OXIDASE-RXN","m2582580614_30_48",100
"m2582580614","PWY-3781","aerobic respiration I (cytochrome c)","CYTOCHROME-C-OXIDASE-RXN","m2582580614_30_44",100
"m2582580614","PWY-3781","aerobic respiration I (cytochrome c)","CYTOCHROME-C-OXIDASE-RXN","m2582580614_30_45",100
"m2582580614","PWY-3781","aerobic respiration I (cytochrome c)","1.10.2.2-RXN","m2582580614_40_5",100
"m2582580614","PWY-3781","aerobic respiration I (cytochrome c)","SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN","m2582580614_77_44",100
"m2582580614","PWY-3781","aerobic respiration I (cytochrome c)","SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN","m2582580614_77_46",100
"m2582580614","PWY-3781","aerobic respiration I (cytochrome c)","NADH-DEHYDROG-A-RXN","m2582580614_7_10",100
"m2582580614","PWY-3781","aerobic respiration I (cytochrome c)","CYTOCHROME-C-OXIDASE-RXN","m2582580614_85_0",100
"m2582580614","PWY-3781","aerobic respiration I (cytochrome c)","SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN","m2582580614_77_45",100
"m2582580615","ASPARAGINE-BIOSYNTHESIS","L-asparagine biosynthesis I","ASNSYNB-RXN","m2582580615_200_2",100
"m2582580615","ASPARAGINE-BIOSYNTHESIS","L-asparagine biosynthesis I","ASNSYNB-RXN","m2582580615_23_7",100
"m2582580615","ASPARAGINE-BIOSYNTHESIS","L-asparagine biosynthesis I","ASNSYNB-RXN","m2582580615_218_27",100
"m2582580615","PWY-6966","methanol oxidation to formaldehyde I","RXN-2861","m2582580615_184_1",100
"m2582580615","PWY-6966","methanol oxidation to formaldehyde I","RXN-2861","m2582580615_177_4",100
"m2582580615","NAGLIPASYN-PWY","lipid IVA biosynthesis","UDPNACETYLGLUCOSAMACYLTRANS-RXN","m2582580615_87_3",83.3333333333333
"m2582580615","NAGLIPASYN-PWY","lipid IVA biosynthesis","TETRAACYLDISACC4KIN-RXN","m2582580615_191_1",83.3333333333333
"m2582580615","NAGLIPASYN-PWY","lipid IVA biosynthesis","LIPIDXSYNTHESIS-RXN","m2582580615_177_3",83.3333333333333
"m2582580615","NAGLIPASYN-PWY","lipid IVA biosynthesis","LIPIDXSYNTHESIS-RXN","m2582580615_228_0",83.3333333333333
"m2582580615","NAGLIPASYN-PWY","lipid IVA biosynthesis","UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN","m2582580615_39_1",83.3333333333333
"m2582580615","NAGLIPASYN-PWY","lipid IVA biosynthesis","LIPIDADISACCHARIDESYNTH-RXN","m2582580615_202_3",83.3333333333333
"m2582580615","NAGLIPASYN-PWY","lipid IVA biosynthesis","UDPNACETYLGLUCOSAMACYLTRANS-RXN","m2582580615_227_4",83.3333333333333
"m2582580615","PWY-6038","citrate degradation","CITTRANS-RXN","m2582580615_216_20",100
"m2582580615","PWY-7663","gondoate biosynthesis (anaerobic)","RXN-16629","m2582580615_204_2",75
"m2582580615","PWY-7663","gondoate biosynthesis (anaerobic)","RXN-16629","m2582580615_8_14",75
"m2582580615","PWY-7663","gondoate biosynthesis (anaerobic)","RXN-16629","m2582580615_8_18",75
"m2582580615","PWY-7663","gondoate biosynthesis (anaerobic)","RXN-16631","m2582580615_204_3",75
"m2582580615","PWY-7663","gondoate biosynthesis (anaerobic)","RXN-16630","m2582580615_8_16",75
"m2582580615","OXIDATIVEPENT-PWY","pentose phosphate pathway (oxidative branch)","6PGLUCONOLACT-RXN","m2582580615_207_1",100
"m2582580615","OXIDATIVEPENT-PWY","pentose phosphate pathway (oxidative branch)","RXN-9952","m2582580615_207_3",100
"m2582580615","OXIDATIVEPENT-PWY","pentose phosphate pathway (oxidative branch)","GLU6PDEHYDROG-RXN","m2582580615_126_1",100
"m2582580615","OXIDATIVEPENT-PWY","pentose phosphate pathway (oxidative branch)","GLU6PDEHYDROG-RXN","m2582580615_207_2",100
"m2582580615","PWY-5690","TCA cycle II (plants and fungi)","CITSYN-RXN","m2582580615_201_5",88.8888888888889
"m2582580615","PWY-5690","TCA cycle II (plants and fungi)","SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN","m2582580615_1_18",88.8888888888889
"m2582580615","PWY-5690","TCA cycle II (plants and fungi)","SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN","m2582580615_1_16",88.8888888888889
"m2582580615","PWY-5690","TCA cycle II (plants and fungi)","SUCCCOASYN-RXN","m2582580615_143_3",88.8888888888889
"m2582580615","PWY-5690","TCA cycle II (plants and fungi)","ISOCITRATE-DEHYDROGENASE-NAD+-RXN","m2582580615_204_9",88.8888888888889
"m2582580615","PWY-5690","TCA cycle II (plants and fungi)","SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN","m2582580615_152_4",88.8888888888889
"m2582580615","PWY-5690","TCA cycle II (plants and fungi)","FUMHYDR-RXN","m2582580615_0_7",88.8888888888889
"m2582580615","PWY-5690","TCA cycle II (plants and fungi)","SUCCCOASYN-RXN","m2582580615_143_4",88.8888888888889
"m2582580615","PWY-5690","TCA cycle II (plants and fungi)","SUCCCOASYN-RXN","m2582580615_258_1",88.8888888888889
"m2582580615","PWY-5690","TCA cycle II (plants and fungi)","SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN","m2582580615_1_19",88.8888888888889
"m2582580615","PWY-5690","TCA cycle II (plants and fungi)","CITSYN-RXN","m2582580615_126_4",88.8888888888889
"m2582580615","PWY-5690","TCA cycle II (plants and fungi)","2OXOGLUTARATEDEH-RXN","m2582580615_206_9",88.8888888888889
"m2582580615","PWY-5690","TCA cycle II (plants and fungi)","SUCCCOASYN-RXN","m2582580615_258_2",88.8888888888889
"m2582580615","PWY-5690","TCA cycle II (plants and fungi)","ACONITATEHYDR-RXN","m2582580615_215_15",88.8888888888889
"m2582580615","PWY-6559","spermidine biosynthesis II","RXN-11566","m2582580615_161_5",75
"m2582580615","PWY-6559","spermidine biosynthesis II","ASPARTATEKIN-RXN","m2582580615_198_9",75
"m2582580615","PWY-6559","spermidine biosynthesis II","ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN","m2582580615_240_14",75
"m2582580615","PWY-4302","aerobic respiration III (alternative oxidase pathway)","RXN-6883","m2582580615_216_8",100
"m2582580615","PWY-4302","aerobic respiration III (alternative oxidase pathway)","RXN-6883","m2582580615_216_9",100
"m2582580615","PWY-4302","aerobic respiration III (alternative oxidase pathway)","SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN","m2582580615_1_16",100
"m2582580615","PWY-4302","aerobic respiration III (alternative oxidase pathway)","SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN","m2582580615_1_18",100
"m2582580615","PWY-4302","aerobic respiration III (alternative oxidase pathway)","SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN","m2582580615_1_19",100
"m2582580615","PWY-4302","aerobic respiration III (alternative oxidase pathway)","NADH-DEHYDROG-A-RXN","m2582580615_199_4",100
"m2582580615","PWY-4302","aerobic respiration III (alternative oxidase pathway)","SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN","m2582580615_152_4",100
"m2582580615","PWY-5194","siroheme biosynthesis","DIMETHUROPORDEHYDROG-RXN","m2582580615_144_4",75
"m2582580615","PWY-5886","4-hydroxyphenylpyruvate biosynthesis","TYROSINE-AMINOTRANSFERASE-RXN","m2582580615_218_10",100
"m2582580615","TYRSYN","L-tyrosine biosynthesis I","TYROSINE-AMINOTRANSFERASE-RXN","m2582580615_218_10",100
"m2582580615","TYRSYN","L-tyrosine biosynthesis I","PREPHENATEDEHYDROG-RXN","m2582580615_218_9",100
"m2582580615","TYRSYN","L-tyrosine biosynthesis I","CHORISMATEMUT-RXN","m2582580615_218_11",100
"m2582580615","PWY-7205","CMP phosphorylation","RXN-11832","m2582580615_218_8",100
"m2582580615","PWY-7205","CMP phosphorylation","CDPKIN-RXN","m2582580615_108_5",100
"m2582580615","PWY-7176","UTP and CTP de novo biosynthesis","RXN-12002","m2582580615_192_5",100
"m2582580615","PWY-7176","UTP and CTP de novo biosynthesis","CTPSYN-RXN","m2582580615_2_0",100
"m2582580615","PWY-7176","UTP and CTP de novo biosynthesis","UDPKIN-RXN","m2582580615_108_5",100
"m2582580615","PWY-7176","UTP and CTP de novo biosynthesis","RXN-12002","m2582580615_218_8",100
"m2582580615","PWY-5340","sulfate activation for sulfonation","SULFATE-ADENYLYLTRANS-RXN","m2582580615_210_1",100
"m2582580615","PWY-5340","sulfate activation for sulfonation","SULFATE-ADENYLYLTRANS-RXN","m2582580615_20_6",100
"m2582580615","PWY-5340","sulfate activation for sulfonation","ADENYLYLSULFKIN-RXN","m2582580615_218_3",100
"m2582580615","PWY-5340","sulfate activation for sulfonation","SULFATE-ADENYLYLTRANS-RXN","m2582580615_20_5",100
"m2582580615","MANNCAT-PWY","D-mannose degradation","MANNPISOM-RXN","m2582580615_218_2",100
"m2582580615","PWY-7343","UDP-glucose biosynthesis","PHOSPHOGLUCMUT-RXN","m2582580615_1_10",100
"m2582580615","PWY-7343","UDP-glucose biosynthesis","GLUC1PURIDYLTRANS-RXN","m2582580615_218_1",100
"m2582580615","SERSYN-PWY","L-serine biosynthesis","PSERTRANSAM-RXN","m2582580615_218_12",100
"m2582580615","SERSYN-PWY","L-serine biosynthesis","RXN0-5114","m2582580615_205_7",100
"m2582580615","SERSYN-PWY","L-serine biosynthesis","RXN0-5114","m2582580615_227_0",100
"m2582580615","SERSYN-PWY","L-serine biosynthesis","PGLYCDEHYDROG-RXN","m2582580615_55_1",100
"m2582580615","PWY-5155","beta-alanine biosynthesis III","ASPDECARBOX-RXN","m2582580615_165_8",100
"m2582580615","HEMESYN2-PWY","heme biosynthesis II (anaerobic)","PROTOHEMEFERROCHELAT-RXN","m2582580615_14_4",75
"m2582580615","HEMESYN2-PWY","heme biosynthesis II (anaerobic)","UROGENDECARBOX-RXN","m2582580615_129_1",75
"m2582580615","HEMESYN2-PWY","heme biosynthesis II (anaerobic)","HEMN-RXN","m2582580615_132_4",75
"m2582580615","HEMESYN2-PWY","heme biosynthesis II (anaerobic)","HEMN-RXN","m2582580615_14_7",75
"m2582580615","PWY0-1479","tRNA processing","RXN0-6480","m2582580615_24_13",80
"m2582580615","PWY0-1479","tRNA processing","RXN0-6478","m2582580615_209_7",80
"m2582580615","PWY0-1479","tRNA processing","RXN0-6484","m2582580615_204_0",80
"m2582580615","PWY0-1479","tRNA processing","RXN0-6482","m2582580615_172_4",80
"m2582580615","PWY-6268","adenosylcobalamin salvage from cobalamin","COBALADENOSYLTRANS-RXN","m2582580615_114_6",100
"m2582580615","UDPNAGSYN-PWY","UDP-N-acetyl-D-glucosamine biosynthesis I","NAG1P-URIDYLTRANS-RXN","m2582580615_188_2",80
"m2582580615","UDPNAGSYN-PWY","UDP-N-acetyl-D-glucosamine biosynthesis I","PGLUCISOM-RXN","m2582580615_134_7",80
"m2582580615","UDPNAGSYN-PWY","UDP-N-acetyl-D-glucosamine biosynthesis I","L-GLN-FRUCT-6-P-AMINOTRANS-RXN","m2582580615_188_1",80
"m2582580615","UDPNAGSYN-PWY","UDP-N-acetyl-D-glucosamine biosynthesis I","5.4.2.10-RXN","m2582580615_169_8",80
"m2582580615","UDPNAGSYN-PWY","UDP-N-acetyl-D-glucosamine biosynthesis I","5.4.2.10-RXN","m2582580615_169_7",80
"m2582580615","PWY-6132","lanosterol biosynthesis","LANOSTEROL-SYNTHASE-RXN","m2582580615_19_3",100
"m2582580615","PWY-5686","UMP biosynthesis","CARBPSYN-RXN","m2582580615_169_2",83.3333333333333
"m2582580615","PWY-5686","UMP biosynthesis","OROPRIBTRANS-RXN","m2582580615_30_5",83.3333333333333
"m2582580615","PWY-5686","UMP biosynthesis","ASPCARBTRANS-RXN","m2582580615_5_3",83.3333333333333
"m2582580615","PWY-5686","UMP biosynthesis","DIHYDROOROT-RXN","m2582580615_195_0",83.3333333333333
"m2582580615","PWY-5686","UMP biosynthesis","CARBPSYN-RXN","m2582580615_169_1",83.3333333333333
"m2582580615","PWY-5686","UMP biosynthesis","DIHYDROOROT-RXN","m2582580615_5_2",83.3333333333333
"m2582580615","PWY-5686","UMP biosynthesis","OROTPDECARB-RXN","m2582580615_187_3",83.3333333333333
"m2582580615","PWY-5669","phosphatidylethanolamine biosynthesis I","PHOSPHASERDECARB-RXN","m2582580615_7_12",100
"m2582580615","PWY-5669","phosphatidylethanolamine biosynthesis I","PHOSPHASERSYN-RXN","m2582580615_130_3",100
"m2582580615","PWY-4984","urea cycle","RXN-13202","m2582580615_169_2",80
"m2582580615","PWY-4984","urea cycle","ARGSUCCINLYA-RXN","m2582580615_169_0",80
"m2582580615","PWY-4984","urea cycle","RXN-13202","m2582580615_169_1",80
"m2582580615","PWY-4984","urea cycle","ORNCARBAMTRANSFER-RXN","m2582580615_213_15",80
"m2582580615","PWY-4984","urea cycle","ARGSUCCINSYN-RXN","m2582580615_204_8",80
"m2582580615","ARGSYNBSUB-PWY","L-arginine biosynthesis II (acetyl cycle)","ARGSUCCINLYA-RXN","m2582580615_169_0",88.8888888888889
"m2582580615","ARGSYNBSUB-PWY","L-arginine biosynthesis II (acetyl cycle)","GLUTAMATE-N-ACETYLTRANSFERASE-RXN","m2582580615_213_18",88.8888888888889
"m2582580615","ARGSYNBSUB-PWY","L-arginine biosynthesis II (acetyl cycle)","GLUTAMATE-N-ACETYLTRANSFERASE-RXN","m2582580615_121_2",88.8888888888889
"m2582580615","ARGSYNBSUB-PWY","L-arginine biosynthesis II (acetyl cycle)","N-ACETYLGLUTPREDUCT-RXN","m2582580615_165_5",88.8888888888889
"m2582580615","ARGSYNBSUB-PWY","L-arginine biosynthesis II (acetyl cycle)","CARBPSYN-RXN","m2582580615_169_2",88.8888888888889
"m2582580615","ARGSYNBSUB-PWY","L-arginine biosynthesis II (acetyl cycle)","ACETYLORNTRANSAM-RXN","m2582580615_213_14",88.8888888888889
"m2582580615","ARGSYNBSUB-PWY","L-arginine biosynthesis II (acetyl cycle)","ACETYLORNTRANSAM-RXN","m2582580615_148_9",88.8888888888889
"m2582580615","ARGSYNBSUB-PWY","L-arginine biosynthesis II (acetyl cycle)","ORNCARBAMTRANSFER-RXN","m2582580615_213_15",88.8888888888889
"m2582580615","ARGSYNBSUB-PWY","L-arginine biosynthesis II (acetyl cycle)","CARBPSYN-RXN","m2582580615_169_1",88.8888888888889
"m2582580615","ARGSYNBSUB-PWY","L-arginine biosynthesis II (acetyl cycle)","ARGSUCCINSYN-RXN","m2582580615_204_8",88.8888888888889
"m2582580615","TRPSYN-PWY","L-tryptophan biosynthesis","PRTRANS-RXN","m2582580615_96_3",100
"m2582580615","TRPSYN-PWY","L-tryptophan biosynthesis","ANTHRANSYN-RXN","m2582580615_96_5",100
"m2582580615","TRPSYN-PWY","L-tryptophan biosynthesis","PRAISOM-RXN","m2582580615_13_10",100
"m2582580615","TRPSYN-PWY","L-tryptophan biosynthesis","IGPSYN-RXN","m2582580615_96_2",100
"m2582580615","TRPSYN-PWY","L-tryptophan biosynthesis","ANTHRANSYN-RXN","m2582580615_96_4",100
"m2582580615","TRPSYN-PWY","L-tryptophan biosynthesis","PRTRANS-RXN","m2582580615_189_14",100
"m2582580615","TRPSYN-PWY","L-tryptophan biosynthesis","RXN0-2382","m2582580615_13_8",100
"m2582580615","TRPSYN-PWY","L-tryptophan biosynthesis","ANTHRANSYN-RXN","m2582580615_32_2",100
"m2582580615","TRPSYN-PWY","L-tryptophan biosynthesis","RXN0-2382","m2582580615_13_9",100
"m2582580615","SAM-PWY","S-adenosyl-L-methionine biosynthesis","S-ADENMETSYN-RXN","m2582580615_12_5",100
"m2582580615","PWY-5084","2-oxoglutarate decarboxylation to succinyl-CoA","RXN-7716","m2582580615_196_10",100
"m2582580615","PWY-5084","2-oxoglutarate decarboxylation to succinyl-CoA","2OXOGLUTDECARB-RXN","m2582580615_206_9",100
"m2582580615","PWY-5084","2-oxoglutarate decarboxylation to succinyl-CoA","RXN-7716","m2582580615_206_12",100
"m2582580615","PWY-5084","2-oxoglutarate decarboxylation to succinyl-CoA","RXN-7716","m2582580615_206_11",100
"m2582580615","PWY-5084","2-oxoglutarate decarboxylation to succinyl-CoA","RXN0-1147","m2582580615_206_10",100
"m2582580615","PYRUVDEHYD-PWY","pyruvate decarboxylation to acetyl CoA","RXN0-1132","m2582580615_206_11",100
"m2582580615","PYRUVDEHYD-PWY","pyruvate decarboxylation to acetyl CoA","RXN0-1132","m2582580615_206_12",100
"m2582580615","PYRUVDEHYD-PWY","pyruvate decarboxylation to acetyl CoA","RXN0-1133","m2582580615_196_11",100
"m2582580615","PYRUVDEHYD-PWY","pyruvate decarboxylation to acetyl CoA","RXN0-1132","m2582580615_196_10",100
"m2582580615","PYRUVDEHYD-PWY","pyruvate decarboxylation to acetyl CoA","RXN0-1134","m2582580615_196_12",100
"m2582580615","PWY-5783","octaprenyl diphosphate biosynthesis","RXN-8992","m2582580615_67_4",100
"m2582580615","PWY-5783","octaprenyl diphosphate biosynthesis","RXN-8992","m2582580615_174_7",100
"m2582580615","PWY-7221","guanosine ribonucleotides de novo biosynthesis","GDPKIN-RXN","m2582580615_108_5",75
"m2582580615","PWY-7221","guanosine ribonucleotides de novo biosynthesis","GMP-SYN-GLUT-RXN","m2582580615_173_9",75
"m2582580615","PWY-7221","guanosine ribonucleotides de novo biosynthesis","IMP-DEHYDROG-RXN","m2582580615_173_8",75
"m2582580615","PWY0-662","PRPP biosynthesis I","PRPPSYN-RXN","m2582580615_173_3",100
"m2582580615","ASPARTATESYN-PWY","L-aspartate biosynthesis","ASPAMINOTRANS-RXN","m2582580615_191_4",100
"m2582580615","ASPARTATESYN-PWY","L-aspartate biosynthesis","ASPAMINOTRANS-RXN","m2582580615_173_10",100
"m2582580615","ASPARTATE-DEG1-PWY","L-aspartate degradation I","ASPAMINOTRANS-RXN","m2582580615_173_10",100
"m2582580615","ASPARTATE-DEG1-PWY","L-aspartate degradation I","ASPAMINOTRANS-RXN","m2582580615_191_4",100
"m2582580615","PWY-4381","fatty acid biosynthesis initiation I","ACETYL-COA-CARBOXYLTRANSFER-RXN","m2582580615_61_2",100
"m2582580615","PWY-4381","fatty acid biosynthesis initiation I","2.3.1.180-RXN","m2582580615_8_18",100
"m2582580615","PWY-4381","fatty acid biosynthesis initiation I","ACETYL-COA-CARBOXYLTRANSFER-RXN","m2582580615_13_7",100
"m2582580615","PWY-4381","fatty acid biosynthesis initiation I","ACETYL-COA-CARBOXYLTRANSFER-RXN","m2582580615_15_10",100
"m2582580615","PWY-4381","fatty acid biosynthesis initiation I","MALONYL-COA-ACP-TRANSACYL-RXN","m2582580615_8_17",100
"m2582580615","PWY-5659","GDP-mannose biosynthesis","PGLUCISOM-RXN","m2582580615_134_7",75
"m2582580615","PWY-5659","GDP-mannose biosynthesis","MANNPISOM-RXN","m2582580615_218_2",75
"m2582580615","PWY-5659","GDP-mannose biosynthesis","PHOSMANMUT-RXN","m2582580615_179_8",75
"m2582580615","PWY-6122","5-aminoimidazole ribonucleotide biosynthesis II","PRPPAMIDOTRANS-RXN","m2582580615_13_3",100
"m2582580615","PWY-6122","5-aminoimidazole ribonucleotide biosynthesis II","FGAMSYN-RXN","m2582580615_49_1",100
"m2582580615","PWY-6122","5-aminoimidazole ribonucleotide biosynthesis II","GLYRIBONUCSYN-RXN","m2582580615_178_1",100
"m2582580615","PWY-6122","5-aminoimidazole ribonucleotide biosynthesis II","AIRS-RXN","m2582580615_78_0",100
"m2582580615","PWY-6122","5-aminoimidazole ribonucleotide biosynthesis II","GARTRANSFORMYL2-RXN","m2582580615_14_2",100
"m2582580615","HOMOSERSYN-PWY","L-homoserine biosynthesis","ASPARTATEKIN-RXN","m2582580615_198_9",100
"m2582580615","HOMOSERSYN-PWY","L-homoserine biosynthesis","HOMOSERDEHYDROG-RXN","m2582580615_191_5",100
"m2582580615","HOMOSERSYN-PWY","L-homoserine biosynthesis","ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN","m2582580615_240_14",100
"m2582580615","DAPLYSINESYN-PWY","L-lysine biosynthesis I","ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN","m2582580615_240_14",77.7777777777778
"m2582580615","DAPLYSINESYN-PWY","L-lysine biosynthesis I","TETHYDPICSUCC-RXN","m2582580615_243_3",77.7777777777778
"m2582580615","DAPLYSINESYN-PWY","L-lysine biosynthesis I","SUCCDIAMINOPIMDESUCC-RXN","m2582580615_28_5",77.7777777777778
"m2582580615","DAPLYSINESYN-PWY","L-lysine biosynthesis I","RXN-14014","m2582580615_236_4",77.7777777777778
"m2582580615","DAPLYSINESYN-PWY","L-lysine biosynthesis I","ASPARTATEKIN-RXN","m2582580615_198_9",77.7777777777778
"m2582580615","DAPLYSINESYN-PWY","L-lysine biosynthesis I","DIAMINOPIMEPIM-RXN","m2582580615_162_10",77.7777777777778
"m2582580615","DAPLYSINESYN-PWY","L-lysine biosynthesis I","SUCCINYLDIAMINOPIMTRANS-RXN","m2582580615_243_2",77.7777777777778
"m2582580615","PWY-7219","adenosine ribonucleotides de novo biosynthesis","ATPSYN-RXN","m2582580615_188_4",75
"m2582580615","PWY-7219","adenosine ribonucleotides de novo biosynthesis","ATPSYN-RXN","m2582580615_188_6",75
"m2582580615","PWY-7219","adenosine ribonucleotides de novo biosynthesis","ATPSYN-RXN","m2582580615_188_10",75
"m2582580615","PWY-7219","adenosine ribonucleotides de novo biosynthesis","ATPSYN-RXN","m2582580615_188_5",75
"m2582580615","PWY-7219","adenosine ribonucleotides de novo biosynthesis","ATPSYN-RXN","m2582580615_53_0",75
"m2582580615","PWY-7219","adenosine ribonucleotides de novo biosynthesis","ADENYL-KIN-RXN","m2582580615_240_13",75
"m2582580615","PWY-7219","adenosine ribonucleotides de novo biosynthesis","ATPSYN-RXN","m2582580615_188_9",75
"m2582580615","PWY-7219","adenosine ribonucleotides de novo biosynthesis","ATPSYN-RXN","m2582580615_125_0",75
"m2582580615","PWY-7219","adenosine ribonucleotides de novo biosynthesis","ADENYL-KIN-RXN","m2582580615_258_4",75
"m2582580615","PWY-7219","adenosine ribonucleotides de novo biosynthesis","ATPSYN-RXN","m2582580615_188_7",75
"m2582580615","PWY-7219","adenosine ribonucleotides de novo biosynthesis","ATPSYN-RXN","m2582580615_188_3",75
"m2582580615","PWY-7219","adenosine ribonucleotides de novo biosynthesis","ADENYLOSUCCINATE-SYNTHASE-RXN","m2582580615_155_2",75
"m2582580615","PWY-7219","adenosine ribonucleotides de novo biosynthesis","ATPSYN-RXN","m2582580615_188_8",75
"m2582580615","PWY-7219","adenosine ribonucleotides de novo biosynthesis","ATPSYN-RXN","m2582580615_188_11",75
"m2582580615","P222-PWY","sulfide oxidation I (sulfide-quinone reductase)","R17-RXN","m2582580615_216_4",100
"m2582580615","GLYCOLYSIS","glycolysis I (from glucose 6-phosphate)","PEPSYNTH-RXN","m2582580615_80_2",75
"m2582580615","GLYCOLYSIS","glycolysis I (from glucose 6-phosphate)","GAPOXNPHOSPHN-RXN","m2582580615_198_3",75
"m2582580615","GLYCOLYSIS","glycolysis I (from glucose 6-phosphate)","PEPDEPHOS-RXN","m2582580615_198_2",75
"m2582580615","GLYCOLYSIS","glycolysis I (from glucose 6-phosphate)","F16BDEPHOS-RXN","m2582580615_24_7",75
"m2582580615","GLYCOLYSIS","glycolysis I (from glucose 6-phosphate)","2PGADEHYDRAT-RXN","m2582580615_2_2",75
"m2582580615","GLYCOLYSIS","glycolysis I (from glucose 6-phosphate)","PEPSYNTH-RXN","m2582580615_80_3",75
"m2582580615","GLYCOLYSIS","glycolysis I (from glucose 6-phosphate)","PEPDEPHOS-RXN","m2582580615_214_7",75
"m2582580615","GLYCOLYSIS","glycolysis I (from glucose 6-phosphate)","3PGAREARR-RXN","m2582580615_240_9",75
"m2582580615","GLYCOLYSIS","glycolysis I (from glucose 6-phosphate)","TRIOSEPISOMERIZATION-RXN","m2582580615_169_9",75
"m2582580615","GLYCOLYSIS","glycolysis I (from glucose 6-phosphate)","PGLUCISOM-RXN","m2582580615_134_7",75
"m2582580615","PWY-5667","CDP-diacylglycerol biosynthesis I","GLYC3PDEHYDROGBIOSYN-RXN","m2582580615_240_6",75
"m2582580615","PWY-5667","CDP-diacylglycerol biosynthesis I","RXN-1623","m2582580615_235_2",75
"m2582580615","PWY-5667","CDP-diacylglycerol biosynthesis I","CDPDIGLYSYN-RXN","m2582580615_192_8",75
"m2582580615","PWY-5278","sulfite oxidation III","SULFATE-ADENYLYLTRANS-RXN","m2582580615_20_6",100
"m2582580615","PWY-5278","sulfite oxidation III","SULFATE-ADENYLYLTRANS-RXN","m2582580615_210_1",100
"m2582580615","PWY-5278","sulfite oxidation III","SULFATE-ADENYLYLTRANS-RXN","m2582580615_20_5",100
"m2582580615","PWY-5278","sulfite oxidation III","ADENYLYLSULFATE-REDUCTASE-RXN","m2582580615_152_3",100
"m2582580615","PWY0-1319","CDP-diacylglycerol biosynthesis II","GLYC3PDEHYDROGBIOSYN-RXN","m2582580615_240_6",75
"m2582580615","PWY0-1319","CDP-diacylglycerol biosynthesis II","1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN","m2582580615_235_2",75
"m2582580615","PWY0-1319","CDP-diacylglycerol biosynthesis II","CDPDIGLYSYN-RXN","m2582580615_192_8",75
"m2582580615","PWY-7686","L-malate degradation II","1.1.1.39-RXN","m2582580615_79_0",100
"m2582580615","PWY-7686","L-malate degradation II","1.1.1.39-RXN","m2582580615_79_1",100
"m2582580615","PWY-5785","di-trans,poly-cis-undecaprenyl phosphate biosynthesis","UNDECAPRENYL-DIPHOSPHATASE-RXN","m2582580615_6_8",100
"m2582580615","PWY-5785","di-trans,poly-cis-undecaprenyl phosphate biosynthesis","RXN-8999","m2582580615_192_7",100
"m2582580615","PWY-5849","menaquinol-6 biosynthesis","RXN-9220","m2582580615_221_26",100
"m2582580615","MENAQUINONESYN-PWY","menaquinol-8 biosynthesis","ADOMET-DMK-METHYLTRANSFER-RXN","m2582580615_221_26",100
