IMGOID,GenomeName,Lake,Taxonomy(README),Taxonomy(GoogleDrive),Genome_Size,Est_Completeness,Genomess_w_>95%_ANI,Carbon_Metapathways,Carbon_IMG,Nitrogen_Meta,Nitrogen_IMG,Sulfur_Meta,Sulfur_IMG,Transporters,Annual_Trend,Motility,Other,,,Operon_check
2582580518,ME00112,ME,Cyanobacteria;[Blank];[Blank];;;,CYANOBACTERIA,3123153,80.02,none,"NAG, sucrose","Photosynthesis, carbon fixation (RuBisCo), glycogen, fructose","nitrogen_fixation, putrescine_biosynthesis","nitrogen fixation, nitrite reductase",thiosulfate,sulfate_red_ass,"polysaccharide phosphate, methionine, arg/lys/his/glu, carbohydrate, cobalt/nickel, iron, LPS export, molybdate, neutral amino acids, phosphate, phospholipid/cholestoerol, sperimidne/putrescine, sulfate, urea",,"one flagellar protein, some chemotaxis",,,,n.fix
2582580567,ME33807,ME,Cyanobacteria;[Blank];[Blank];;;,CYANOBACTERIA,2003587,64.47,none,"sucrose, maltose","carotenoid synthesis, carbon fixation, glucose, galacturonate, maltose, starch/glycogen, glycolate, chitobiose, fructose","urea_cycle, nitrogen_fixation, ammonia_assimilation, putrescine_biosynthesis, canavanine_biosynthesis","nitrogen fixation, nitrate_red_ass",,,"cobalt, methionine, glutamate, amino acid/amide, bacteriocin peptidase, bicarbonate, biotin, carbohydrate, cobalamin, cobalt/nickel, LPS export, molybdate, nitrate/nitrite, osmoprotectant, phosphate, phospholipid/cholesterol, phosphonate, sulfate, urea",,,"Oxidative phosphorylation, photosynthesis",,,n.fix
2582580704,TH06736,TH,Elusimicrobia;Elusimicrobia;Elusimicrobiales;;;,ELUSIMICROBIA;ELUSIMICROBIA;ELUSIMICROBIALES,1511669,43.51,none,,"one carotenoid gene, partial Wood-Ljungdahl, chitobiose, glucose, mannose, cellobiose, glucoside, starch/glycogen",,"nitroalkane, ammonia_assimilation, one nitrogen fixation subunit",,partial sulfate_red_ass,"MlaD, permease, amino acid/amide, arabinogalactan/maltoogliosaccharide, carbohydrate, extracellular solute, lipoprotein release, LPS transport, macrolide, molybdate, phospholipid/cholesterol, phospohnate",,chemotaxis,Oxidative phosphorylation,,,
2582580695,TH05354,TH,Ignavibacteria;[Blank];[Blank];;;,IGNAVIBACTERIA,4310034,96.94,none,"lactose, citrate, mannose, sucrose, ethanol, melibiose, xylose, propanoyl-CoA, formate","one carotenoid gene, formate, partial Wood-Ljungdahl, acetate, chitin, chitobiose, fructose, glucose, galactose, fructan, fucose , fuculose, rhamnose, rhamnulose, lactose, galactan, raffinose, stachyose, manninotriose, melibiose, sucrose, pectin, glucoside, cellobiose, maltose, trehalose","urea_cycle, putrescine_biosynthesis, canavaine_biosynthesis","nitrite reductase, nitric oxide reductase, ammonia_assimilation",thiosulfate,thiosulfate,"NitT/TauT, permease, heme, iron, LPS export, lipoprotein release, macrolide, molybdate, peptide/nickel, phosphate, phospholipid/cholesterol, phosphonate, tungstate/molybdate, zinc",,"chemotaxis (purine?), flagellum",Oxidative phosphorylation,,,
2582580697,TH05629,TH,Ignavibacteria;Ignavibacteria;Ignavibacteriales;;;,IGNAVIBACTERIA;IGNAVIBACTERIA;IGNAVIBACTERIALES;IGNAVIBACTERIACEAE,4397594,97.22,none,"NAG, lactose, ethanol, propanoyl-CoA, malate","partial Wood-Ljungdahl, acetate, formate, chitin, chitobiose, glucosaminide, fructose, galactan, lactose, sucrose, glycerate, cellobiose, glucoside, starch/glycogen, maltose","putrescine_biosynthesis, canavanine_biosynthesis","nitrite reductase, nitric oxide reductase, ammonia_assimilation",sulfide_oxidation,"sulfate_red_ass, alkanesulfonate","NitT/TauT, biotin, branched amino, carbohydrate, heme, LPS export, lipoprotein release, molybdate, phosphate, phospholipid/cholesterol, zinc",,one chemotaxis protein,Oxidative phosphorylation,,,
2582580522,ME12555,ME,Planctomycetes;[Blank];[Blank];;;,PLANCTOMYCETES,3371651,89.36,none,"thioadenosine, melibiose","Wood-Ljungdahl, Chitobiose, UDP-NAG, fructose, galactose, one cellulose gene, glycogen/starch","urea_cycle, canavine_biosynthesis","diss_nitrate_reduction (nitrite only), ammonia_assimilation",,1st half of sulf_red_ass,"dipeptide, iron, iron(III), LPS export, lipoprotein release, molybdate, monosaccharide, nitrate/nitrite, oligopeptide, peptide/nickel, phospholipid/cholesterol, phosphonate",,Flagellum and chemotaxis (ribose?),"Non-melavonate terpenoid biosynthesis, oxidative phosphorylation",,,
2582580611,ME09166,ME,Planctomycetes;Planctomycetia;Planctomycetales;;;,PLANCTOMYCETES;PLANCTOMYCETIA;PLANCTOMYCETALES;PLANCTOMYCETACEAE,5467700,98.7,none,"NAG, lactose, mannose, ethanol, xylose, fructuronate, glycerol, formaldehyde",,"urea_cycle, canavanine_biosynthesis",ammonia_assimilation,"thiosulfate, sulfate_red_ass",sulfate_red_ass,"iron, iron(III), LPS export, lipoprotein, lipoprotein release, manganese/zinc, monosaccharide, phosphate, phospholipid/cholesterol, ribose, sulfate, urea-binding protein",,,Oxidative phosphorylation,,,
2582580560,ME03061,ME,Planctomycetes;Planctomycetia;Planctomycetales;;;,PLANCTOMYCETES;PLANCTOMYCETIA;PLANCTOMYCETALES;PLANCTOMYCETACEAE,4808660,94.12,none,"NAG, mannose, ethanol, xylose, glycerol, fructuronate, formate, UDP-NAG, glucose, mannose, fructose, rhamnulose, glycogen/starch, maltose",,"putrescine_biosynthesis, spermidine_biosynthesis","ammonia_assimilation, one nitrite reductase","thiosulfate, sulfate_red_ass",sulfate_red_ass,"iron, iron(III), LPS export, lipoprotein release, manganese/zinc/iron, monosaccharide, osmoprotectant, phosphate, phospholipid/cholesterol, ribose, urea, sulfate",,"chemotaxis (ribose?), a few flagellar proteins",Oxidative phosphorylation,,,
2582580578,ME04620,ME,Planctomycetes;Planctomycetia;Planctomycetales;;;,PLANCTOMYCETES;PLANCTOMYCETIA;PLANCTOMYCETALES;PLANCTOMYCETACEAE,4653018,85.81,none,"NAG, mannose, ethanol, xylose, glycerol, fructuronate, formate","acetate, glucose, fructose, galactose, glycolate, glycerate, galacturonate, starch/glycogen, maltose","spermidine_biosynthesis, canavine_biosynthesis","ammonia_assimilation, one nitrate reductase",thiosulfate,sulfate_red_ass,"iron, LPS export, lipoprotein, manganese/zinc/iron, monosaccharide, multiple sugar, phosphate, phospholipid/cholesterol, ribose, sodium",,"some chemotaxis (ribose?), some type III secretion",Oxidative phosphorylation,,,
2582580606,ME07803,ME,Planctomycetes;Planctomycetia;Planctomycetales;;;,PLANCTOMYCETES;PLANCTOMYCETIA;PLANCTOMYCETALES;PLANCTOMYCETACEAE,2973502,80.4,none,"mannose, galactose","formate, MurNAc, galactose, rhamnulose, cellulose, starch/glycogen, trehalose",putrescine_biosynthesis,"ammonia_assimilation, one nitrite reductase",thiosulfate,"sulfate_red_ass, thiosulfate","amino acid/amide, branched amino, iron, LPS export, lipoprotein, oligopeptide, phosphate, phospholipid/cholesterol, lipoprotein release, oligopepetide, phosphate, ribose, sodium, urea",,"flagellum, chemotaxis (ribose?)",Oxidative phosphorylation,,,
2582580536,ME15954,ME,Planctomycetes;Planctomycetia;Planctomycetales;;;,PLANCTOMYCETES;PLANCTOMYCETIA;PLANCTOMYCETALES;PLANCTOMYCETACEAE,4122388,73.15,none,"NAG, mannose, fructuronate","UDP-NAG, glucose, mannose, fructose, starch/glycogen, galacturonate",spermidine_biosynthesis,"ammonia_assimilation, nitrate reductase",,partial sulfate_red_ass,"LPS export, lipoprotein release, manganese/zinc/iron, monosaccharide, osmoprotectant, phosphate, phospholipid/cholesterol, ribose, sulfate, urea",,"chemotaxis (ribose?), a flagellum specific ATPase",Oxidative phosphorylation,,,
2582580547,ME20494,ME,Planctomycetes;Planctomycetia;Planctomycetales;;;,PLANCTOMYCETES;PLANCTOMYCETIA;PLANCTOMYCETALES;PLANCTOMYCETACEAE,4364939,72.12,none,"NAG, lactose","Wood-Ljungdahl, acetate, UDP-NAG, glycolate, fructose, glucose, galactose, cellulose degradation, galacturonate, maltose",,"ammonia_assimilation, one nitrate reductase",thiosulfate,"sulfate_red_ass, thiosulfate","LPS export, molybdate, lipoprotein, phosphate, ribose, sodium, type IV partial",,chemotaxis (ribose?),Oxidative phosphorylation,,,
2582580529,ME14003,ME,Planctomycetes;Planctomycetia;Planctomycetales;;;,PLANCTOMYCETE;SPLANCTOMYCETIA;PLANCTOMYCETALES;PLANCTOMYCETACEAE,3213612,70.74,none,"NAG, mannose, ethanol, fructose","UDP-NAG, glucose, fructose, galactose, starch/glycogen",,ammonia_assimilation,"thiosulfate, sulfate_red_ass, sulfite oxidation",sulfate_red_ass,"cobalt/nickel, iron, iron(III), LPS export, lipoprotein release, manganese/zinc/iron, molybdate, monosaccharide, phosphate, ribose, sodium, sulfate, urea, some type II secretion",,"flagellum, chemotaxis (ribose?)",,,,
2582580558,ME02907,ME,Planctomycetes;Planctomycetia;Planctomycetales;;;,PLANCTOMYCETES;PLANCTOMYCETIA;PLANCTOMYCETALES;PLANCTOMYCETACEAE,4006763,68.13,none,"NAG, mannose, ethanol, xylose, glycerol, fructuronate","carotenoid synthesis, UDP-NAG, glucose, mannose, rhamnulose, cellulose degradation, cellobiose, starch/glycogen","urea_cycle, canavanine_biosynthesis","ammonia_assimilation, one nitrite reductse",,,"iron, iron(III), LPS export, lipoprotein release, manganese/zinc/iron, monosaccharide, osmoprotectant, phosphate, phospholipid/cholesterol, ribose, urea",,"chemotaxis (ribose?), one flagellum protein",Oxidative phosphorylation,,,
2582580512,ME10020,ME,Planctomycetes;Planctomycetia;Planctomycetales;;;,PLANCTOMYCETES;PLANCTOMYCETIA;PLANCTOMYCETALES,2684295,65.53,none,"NAG, lactose, formate","formate, acetate, glucose, fructose, glycogen, galactose, mannose",,"ammonia_assimilation, cyanate","thiosulfate, sulfate_red_ass",sulfate_red_ass,"cobalt/nickel, LPS, manganese/zinc/iron, molybdate, phsophate, phosopholipid, ribose, sulfate, urea, zinc, type VI secretion system",,Chemotaxis but no motility proteins,,,,
2582580542,ME18138,ME,Planctomycetes;Planctomycetia;Planctomycetales;;;,PLANCTOMYCETES;PLANCTOMYCETIA;PLANCTOMYCETALES;PLANCTOMYCETACEAE,2122990,53.34,none,"mannose, ethanol, fructuronate","one cellulose degradation gene, starch/glycogen, glucose, chitin",putrescine_biosynthesis,"ammonia_assimilation, one nitrate reductase",,sulfate_red_ass,"zinc, amino acid, LPS export, lipoprotein release, manganese/zinc/iron, monosaccharide, phosphate, phospholipid/cholesterol, sodium, urea, some type II proteins",,,Oxidative phosphorylation,,,
2582580569,ME03611,ME,Planctomycetes;Planctomycetia;Planctomycetales;;;,PLANCTOMYCETES;PLANCTOMYCETIA;PLANCTOMYCETALES,3284619,51.3,none,,,putrescine_biosynthesis,ammonia_assimilation,"thiosulfate, sulfate_red_ass",sulfate_red_ass,"amino acid, iron, iron(III), LPS export, manganese/zinc/iron, monosaccharide, phosphate, phospholipid/cholesterol, ribose, spermidine/putrescine, sodium, urea, zinc, zinc/manganese",,chemotaxis (ribose?),"squalene-hopene, oxidative phosphorylation",,,
2582580604,ME07672,ME,Planctomycetes;Planctomycetia;Planctomycetales;;;,PLANCTOMYCETES;PLANCTOMYCETIA;PLANCTOMYCETALES;PLANCTOMYCETACEAE,2429640,44,none,,"fructose, galactose, galactonate, trehalose, starch/glycogen, maltose",,"ammonia_assimilation, one nitrite reductase",,sulfate_red_ass,"branched amino, carbohydrate, LPS export, lipoprotein release, manganese/zinc/iron, molybdate, monosaccharide, oligopeptide, ribose, some type VI secretion",,,,,,
2582580693,TH04964,TH,Proteobacteria;[Blank];[Blank];;;,PROTEOBACTERIA,819508,60.66,none,,,,,,,LPS transport,,,Oxidative phosphorylation,,,
2582580709,TH08362,TH,Proteobacteria;[Blank];[Blank];;;,PROTEOBACTERIA,495687,48.91,none,,,,ammonia_assimilation,,,,,,Oxidative phosphorylation,,,
2582580650,TE09727,TE,Proteobacteria;Alphaproteobacteria;[Blank];;;,PROTEOBACTERIA;ALPHAPROTEOBACTERIA,899066,82.58,none,formate,"MurNAc, chitobiose, fructose, glycolate, galacturonate",putrescine_biosynthesis,ammonia_assimilation,thiosulfate,thiosulfate,"glutamate, amino acid/amide, glutamate/aspartate, heme, phosphate, phospholipid",,,Oxidative phosphorylation,,,
2582580703,TH06717,TH,Proteobacteria;Alphaproteobacteria;Rhizobiales;;;,PROTEOBACTERIA;ALPHAPROTEOBACTERIA;RHIZOBIALES,1942197,83.49,none,"thioadenosine, glycerol, methanol","one carotenoid gene, MurNAc, mannose, sucrose, glycolate, glucoside, cellobiose, maltose, starch/glycogen","urea_cycle, putrescine_biosynthesis, canavanine_biosynthesis",ammonia_assimilation,,partial sulfate_red_ass,"SbmA/Bac-A-like domain, extracellular solute, iron, LPS export, lipoprotein release, molybdate, oligopeptide, phosphate, phospholipid/cholesterol, substrate-binding, sulfate",,"chemotaxis, flagellum",Oxidative phosphorylation,,,
2582580707,TH07925,TH,Proteobacteria;Alphaproteobacteria;Rhodospirillales;;;,PROTEOBACTERIA;ALPHAPROTEOBACTERIA;RHODOSPIRILLALES;ACETOBACTERACEAE,1117672,31.49,none,"thioadenosine, ethanol, acetoin, maltose, creatinine, formate","carbon fixation (RuBisCo, 1 subunit), fructose, mannose, tartrate",ammonia_assimilation,"ammonia_assimilation, nitrate reductase",thiosulfate,"thiosulfate, taurine, alkanesulfonate, methansulfonate","amino acid/amide, branched amino, carbohydrate, extracellular solute, glucose/mannose, glutathione, heme, iron(III), LPS export, microcin C, monosaccharide, multiple sugar, oligopeptide, peptide/nickel, phospholipid, raffinose/stachyose/melibiose, sn-glycerol-3-phosphate, spermidine/putrescine, sulfate, sulfonate, urea",,"chemotaxis, flagellum","Oxidative phosphorylation, luciferase-like monooxygenase",,,
2582580629,TE03083,TE,Proteobacteria;Alphaproteobacteria;Rickettsiales;;;,PROTEOBACTERIA;ALPHAPROTEOBACTERIA;RICKETTSIALES;RICKETTSIACEAE,1401432,99.06,2582580698,,,ammonia_assimilation,ammonia_assimilation,,,"biotin, heme, LPS export, lipoprotein release, phospholipid/cholesterol, spermidine/putrescine, zinc",,type IV secretion,Oxidative phosphorylation,,,
2582580644,TE00755,TE,Proteobacteria;Alphaproteobacteria;Rickettsiales;;;,PROTEOBACTERIA;ALPHAPROTEOBACTERIA;RICKETTSIALES;RICKETTSIACEAE,1521491,98.58,2582580683,,"MurNAc, chitobiose",,ammonia_assimilation,,,"biotin, heme, LPS export, lipoprotein release, phospholipid/cholesterol, spermidine/putrescine, zinc, type IV secretion",,,Oxidative phosphorylation,,,
2582580683,TH04247,TH,Proteobacteria;Alphaproteobacteria;Rickettsiales;;;,PROTEOBACTERIA;ALPHAPROTEOBACTERIA;RICKETTSIALES;RICKETTSIACEAE,1544655,98.58,2582580644,,chitobiose,ammonia_assimilation,ammonia_assimilation,,,"biotin, heme, LPS export, lipoprotein release, phospholipid, phospholipid/cholesterol, spermidine/putrescine, zinc, type IV secretion",,,Oxidative phosphorylation,,,
2582580698,TH05702,TH,Proteobacteria;Alphaproteobacteria;Rickettsiales;;;,PROTEOBACTERIA;ALPHAPROTEOBACTERIA;RICKETTSIALES;RICKETTSIACEAE,1348795,95.28,2582580629,,"chitobiose, MurNAc, glucoside, cellobiose",,ammonia_assimilation,,,"biotin, heme, LPS export, lipoprotein release, phospholipid/cholesterol, spermidine/putrescine, zinc, type IV secretion",,,Oxidative phosphorylation,,,
2582580581,ME05338,ME,Proteobacteria;Alphaproteobacteria;Sphingomonadales;;;,PROTEOBACTERIA;ALPHAPROTEOBACTERIA;SPHINGOMONADALES;SPHINGOMONADACEAE,1691699,67.67,none,"citrate, chitin, salicylate","chitobiose, glucose, fructose, galactose, mannose, sucrose, galacturonate, maltose, carotenoid synthesis",,ammonia_assimilation,,sulfate_red_ass,"heme, LPS export, lipoprotein release, oligopepteide, phosphate, phospholipid, phosphonate, spermidine/putrescine",,flagellum with type III secretion,Oxidative phosphorylation,,,
2593339188,TE00788v2,TE,Proteobacteria;Betaproteobacteria;[Blank];;;,PROTEOBACTERIA;BETAPROTEOBACTERIA,990006,56.9,none,,"MurNAC, chitobiose, glycolate",,"ammonia_assimilation, nitrilase",thiosulfate,,"amino acid/amide, branched amino, heme, LPS export, lipoprotein release, microcin C, molybdate, paraquat-inducible, phosphate, phospholipid, phospholipid/cholesterol, tungstate",,,Some oxidative phosphorylation,,,
2582580557,ME02898,ME,Proteobacteria;Betaproteobacteria;[Blank];;;,PROTEOBACTERIA;BETAPROTEOBACTERIA,860016,56.27,none,,"carotenoid synthesis, glycolate, chitobiose",,ammonia_assimilation,,"extracellular taurine, extracellular alkanesulfonate","nitrate/sulfonate/bicarbonate, glutamate, amino acid, amide, heme, iron (III), LPS export, lipoprotein release, microcin C, phospholipid/cholesterol, tungstate",,one flagellar protein,Oxidative phosphorylation,,,
2582580653,TH01542,TH,Proteobacteria;Betaproteobacteria;Burkholderiales;;;,PROTEOBACTERIA;BETAPROTEOBACTERIA;BURKHOLDERIALES;COMAMONADACEAE,3722418,95.19,2582580637,"thioadenosine, mannose, xylose, acetoin, Wood-Ljungdahl, formate","chitobiose, glucose, glyceraldehyde, starch/glycogen, galacturonate",,"ammonia_assimilation, partial denitrification, partial nitrification, nitrate/nitrite transporter",thiosulfate,"sulfate_red_ass, thiosulfate","branched amino (lots), glutamate, amino acid/amide (lots), carbohydrate, dipeptide, glutathione, heme, iron, iron(III), LPS export, lipoprotein release, molybdate, monosaccharide, oligopeptide, phospholipid/cholesterol, phosphonate, putrescine, ribose, spermidine/putrescine, sulfate, tungstate, urea",,,Oxidative phosphorylation,,,
2582580658,TH02159,TH,Proteobacteria;Betaproteobacteria;Burkholderiales;;;,PROTEOBACTERIA;BETAPROTEOBACTERIA;BURKHOLDERIALES;COMAMONADACEAE,3815911,92.49,none,"mannose, xylose, salicylate, phenol","carbon fixation (RuBisCo), formate, MurNAc, fructose, glucose, sorbose, galactose, sucrose, glycolate, cellobiose, glucoside, starch/glycogen, trehalose, maltose, xylose",,"nitrate_red_ass, , nitrogen fixation, nitroalkane, ammonia_assimilation",thiosulfate,"sulfate_red_ass, sulfate oxidation (SOX), thiosulfate, alkane_sulfonate, methanesulfonate","nitrate/sulfonate/bicarbonate, sugar, xylose, arginine, amino acid, amino acid/amide (lots), arginine/ornithine, biotin, branched amino, carbohydrate, dipeptide, extacellular solute, glucose/mannose, heme, iron, LPS export, lipoprotein release, maltose, microcin C, molybdate, molybdenum, monosaccharide, nitrate/nitrite, phopholipid/cholesterol, phosphonate, putrescine, raffinose/stachyose/melibiose, ribose, sorbitol, sulfate, tungstate, urea, type II secretion ",,"chemotaxis (purine?), flagellum",Oxidative phosphorylation,,,n.fix
2582580700,TH05891,TH,Proteobacteria;Betaproteobacteria;Burkholderiales;;;,PROTEOBACTERIA;BETAPROTEOBACTERIA;BURKHOLDERIALES;COMAMONADACEAE,3181706,91.23,none,"salicylate, phenol","Some carotenoid genes, partial Wood-Ljungdahl, acetate, formate, chitobiose, fructose, galactose, galactonate, tartrate, glycerate, glycolate",,"nitrate reductase, nitrite reductase, ammonia_assimilation, formamide, nitroalkane, nitrile",thiosulfate,"sulfate oxidation, taurine, alkanesulfonate, methanesulfonate, thiosulfate","HCOMODA decarboxylase, amino acid/amide, glutamate, branched amino, L-amino, glycine betaine/choline, heme, iron, iron(III), LPS export, lipoprotein release, molybdate, multiple sugar, nitrate/nitrite, phosphate, phospholipid/cholesterol, polar amino, sulfonate, tungstate, urea",,a few chemotaxis and flagellum proteins,Oxidative phosphorylation,,,
2582580600,ME07043,ME,Proteobacteria;Betaproteobacteria;Burkholderiales;;;,PROTEOBACTERIA;BETAPROTEOBACTERIA;BURKHOLDERIALES,2550905,88.2,none,"citrate, ethanol, acetoin, propanoyl-CoA, galactose, glycolate/glyoxylate, formate, CBB, salicylate, benzoate","carotenoid biosynthesis, carbon fixation via Rubisco, formate, chitobiose, MurNAc/UDP-NAG, fructose, glucose, galactose, glycolate, starch/glycogen, trehalose, maltose","urea_cycle, ammonia_assimilation, putrescine_biosynthesis","ammonia_assimilation, nitronate monooxygenase, nitrate transporter but no reduction","thiosulfate, sulfate_red_ass","sulfate_red_ass, sulfide_ox, methane_sulfonate, alkane_sulfonate","glutamate, amino acid/amide, branched aminos, iron, iron (III), LPS export, lipoprotein release, maltose/maltodextrin, molybdate, nitrate/nitrite, oligopeptide, osmoprotectant, phospholipid/cholesterol, phosphonate, sorbitol, sulfate, tungstate, some type II secretion, lots of general secretion",,flagellum,Oxidative phosphorylation,,,
2582580515,ME10739,ME,Proteobacteria;Betaproteobacteria;Burkholderiales;;;,PROTEOBACTERIA;BETAPROTEOBACTERIA;BURKHOLDERIALES;BURKHOLDERIACEAE,2631188,84.01,none,formate,"Wood-Ljungdahl, polyhydroxybutryate, maltose",,ammonia_assimilation,,Sulfur_oxidation(SOX),"alanine-glyoxylate, lots of amino acid transporters, glycerol-3-phosphate, carbohydrate, heme export, iron(III), molybdate, LPS export, multiple sugar transporter, phosphate, phospholipid, trehlaose/maltose, tungstate, urea",,Flagellum (few proteins),"Oxidative phosphorylation, lots of acetyl-coA transferases",,,
2582580538,ME16806,ME,Proteobacteria;Betaproteobacteria;Burkholderiales;;;,PROTEOBACTERIA;BETAPROTEOBACTERIA;BURKHOLDERIALES;BURKHOLDERIACEAE,3110597,82.17,none,"mannose, acetoin, galactarate, salicylate","Wood-Ljungdahl, UDP-NAG, glycolate, starch/glycogen",,"cyanate lyase, nitroalkane, ammonia_assimilation, one nitrate reductase",thiosulfate,"sulfate oxidation, taurine, alkanesulfonate","amino acid/amide, branched aminos, carbohydrate, iron (III), lipooligosaccharide, LPS export, lipoprotein release, microcin C, multiple sugars, nitrate/nitrite, oligopeptide, osmoprotectant, phosphate, phospholipid/cholesterol, g3P, tungstate, urea, type II secretion",,"chemotaxis (serine?), near complete flagellum with type III secretion",Sprilloxanthin and spheroidene pathways (variants of carotenoid synthesis),,,
2582580621,TE02094,TE,Proteobacteria;Betaproteobacteria;Burkholderiales;;;,PROTEOBACTERIA;BETAPROTEOBACTERIA;BURKHOLDERIALES;BURKHOLDERIACEAE,2210814,78.62,none,"mannose, phenol","formate, glycolate, chitobiose, MurNAc",,"ammonia_assimilation, nitroalkane, transporters for nitrate but no reduction","thiosulfate, sulfite_oxidation","sulfate_red_ass, sulfur_oxidation (SOX), taurine, alkanesulfonate, methansulfonate","dipthamide, amino acid/amide, branched amino, heme, iron, LPS export, lipoprotein release, molybdate, molbdenum, nitrate/nitrite, phosphate, phospholipid/cholesterol, sulfate, sulfonate, tungstate, urea",,chemotaxis,Oxidative phosphorylation,,,
2582580637,TE04548,TE,Proteobacteria;Betaproteobacteria;Burkholderiales;;;,PROTEOBACTERIA;BETAPROTEOBACTERIA;BURKHOLDERIALES;COMAMONADACEAE,2999617,76,2582580653,"thioadenosine, mannose, xylose, acetoin, formate","chitobiose, glucose, glycolate, starch/glycogen",,"ammonia_assimilation, partial diss nitrate reduction, partial denitrification",thiosulfate,sulfate_red_ass,"branched amino, glutamate, sugar lactone, amino acid/amide, branched amino, carbohydrate, dipeptide, glutathione, heme, iron, iron(III), LPS transport, lipoprotein release, molybdate, monosaccharide, oligopeptide, phosphate, phospholipid/cholesterol, phosphonate, putrescine, ribose, sn-glycerol 3-phosphate, spermidine/putrescine, sulfate, tungstate, urea",,some chemotaxis,Oxidative phosphorylation,,,
2582580642,TE00567,TE,Proteobacteria;Betaproteobacteria;Burkholderiales;;;,PROTEOBACTERIA;BETAPROTEOBACTERIA;BURKHOLDERIALES;BURKHOLDERIACEAE,1660228,71.9,2588253500,salicylate,"formate, chitobiose, glycolate",,"ammonia_assimilaiton, nitrile",sulfite_ox,"sulfur_oxidation(SOX), taurine, thiosulfate","glutamate, LPS export, amino acid/amide, branched amino, heme, LPS export, microcin C, molybdate, paraquat-inducible protein, phosphate, phospholipid/cholesterol, tungstate",,,Oxidative phosphorylation,,,
2582580711,TH00944,TH,Proteobacteria;Betaproteobacteria;Burkholderiales;;;,PROTEOBACTERIA;BETAPROTEOBACTERIA;BURKHOLDERIALES;BURKHOLDERIACEAE,1737056,69.83,none,salicylate,"partial Wood-Ljungdahl, formate, chitobiose, glycolate, tartrate",,"ammonia_assimilation, nitrate reductase, nitrite reductase",,"partial sulfate_red_ass, sulfate oxidation, thiosulfate","LPS export, amino acid/amide, branched amino, heme, lipoprotein release, microcin C, molybdate, nitrate/nitrite, phosphate, phospholipid/cholesterol, tungstate",,one chemotaxis protein,Oxidative phosphorylation,,,
2582580620,TE02093,TE,Proteobacteria;Betaproteobacteria;Burkholderiales;;;,PROTEOBACTERIA;BETAPROTEOBACTERIA;BURKHOLDERIALES;BURKHOLDERIACEAE,1458458,66.38,2593339177,"citrate, ethanol, propanoyl-CoA, formate, Wood-Ljungdahl, formate, formaldehyde(?), glycolate","chitobiose, glucose, glucoside, cellobiose","urea_cycle, ammonia_assimilation, canavanine_biosynthesis","ammonia_assimilation, nitroalkane, one nitrate_red_ass, one nitrate_red_dis, nitrile","thiosulfate, sulfide_oxidation",Sulfur_oxidation(SOX),"LPS export, amino acid/amide, branched amino, microcin C, molybdate, nitrate/nitrite, paraquat-inducible protein, phosphate, phospholipid/cholesterol, tungstate",,,Oxidative phosphorylation,,,
2582580659,TH02160,TH,Proteobacteria;Betaproteobacteria;Burkholderiales;;;,PROTEOBACTERIA;BETAPROTEOBACTERIA;BURKHOLDERIALES;COMAMONADACEAE,3407684,65.67,none,"citrate, ethanol, xylose, glycerol, galactarate, glutaryl-CoA , proponyl-CoA, arabitol, methanol, formate, phenol","formamide, formate, MurNAc, chitobiose, fructose, glucose, sorbose, fucose, glycolate, sucrose, glucoside, cellobiose, starch/glycogen, maltose, trehalose","urea_cycle, nitrogen_fixation, ammonia_assimilation, canavanine_biosynthesis","ammonia_assimilation, nitrate_red_dis, partial nitrate_red_ass, partial denitrificiation, partial nitrification, nitrogen fixation, nitroalkane, nitrile","thiosulfate, sulfate_red_ass, alkane_sulfonate","sulfate_red_ass, taurine, alkanesulfonate, methanesulfonate, thiosulfate","branched amino, D-methionine, xylose, arabinose, arginine, amino acid, amino acid/amide, arginine/ornithine, biotin, carbohydrate, dipeptide, heme, iron, LPS export, macrolide, molybdate, monosaccharide, multiple monosaccharide, multiple sugar, nitrate/nitrite, phosphate, phospholipid, phosphonate, ribose, sorbitol, sulfate, sulfonate, taurine, tungstate, urea",,"chemotaxis (purine?), flagellum",Oxidative phosphorylation,,,n.fix
2582580633,TE03838,TE,Proteobacteria;Betaproteobacteria;Burkholderiales;;;,ACTINOBACTERIA;ACTINOBACTERIA,1727630,62.07,none,"formate, salicylate","carotenoid synthesis, chitobiose, glycolate",,"ammonia_assimilation, nitroalkane",,"sulfate_red_ass, sufur oxidation (SOX), taurine, thiosulfate","cytochrome c, dipthamide synthase, amino acid/amide, branched amino, extracellular solute, heme, LPS export, lipoprotein release, microcin C, molybdate, osmoprotectant, paraquat-inducible protein, phosphate, phospholipid/cholesterol, phosphonate, tungstate",,"chemotaxis, flagellum",Oxidative phosphorylation,,,
