SAMPLE	PWY_NAME	PWY_COMMON_NAME	NUM_REACTIONS	NUM_COVERED_REACTIONS	ORF_COUNT
m2582580649	CITRULLINE-DEG-PWY	L-citrulline degradation	2	1	1
m2582580649	PWY-6163	chorismate biosynthesis from 3-dehydroquinate	6	2	3
m2582580649	PWY-6708	ubiquinol-8 biosynthesis (prokaryotic)	8	4	3
m2582580649	NONOXIPENT-PWY	pentose phosphate pathway (non-oxidative branch)	5	5	5
m2582580649	PWY-2503	benzoate degradation I (aerobic)	2	1	1
m2582580649	PWY0-1313	acetate conversion to acetyl-CoA	1	1	1
m2582580649	PWY-1881	formate oxidation to CO2	1	1	1
m2582580649	GLUTAMINDEG-PWY	L-glutamine degradation I	1	1	1
m2582580649	ASPARTATESYN-PWY	L-aspartate biosynthesis	1	1	2
m2582580649	PYRIDOXSYN-PWY	pyridoxal 5-phosphate biosynthesis I	8	4	4
m2582580649	PWY-6386	UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	8	7	8
m2582580649	ASPARTATE-DEG1-PWY	L-aspartate degradation I	1	1	2
m2582580649	HOMOSERSYN-PWY	L-homoserine biosynthesis	3	3	4
m2582580649	PWY-6614	tetrahydrofolate biosynthesis	3	3	3
m2582580649	PWY-6387	UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	8	7	8
m2582580649	PWY0-1299	arginine dependent acid resistance	1	1	1
m2582580649	PWY0-541	cyclopropane fatty acid (CFA) biosynthesis	1	1	1
m2582580649	PWY-5155	beta-alanine biosynthesis III	1	1	1
m2582580649	PWY-6543	4-aminobenzoate biosynthesis	2	2	2
m2582580649	PANTO-PWY	phosphopantothenate biosynthesis I	4	2	2
m2582580649	PWY-4081	glutathione-peroxide redox reactions	3	1	1
m2582580649	PWY-1861	formaldehyde assimilation II (RuMP Cycle)	9	7	7
m2582580649	RUMP-PWY	formaldehyde oxidation I	6	5	5
m2582580649	PWY-6268	adenosylcobalamin salvage from cobalamin	1	1	1
m2582580649	VALSYN-PWY	L-valine biosynthesis	4	4	7
m2582580649	PWY-7417	"phospholipid remodeling (phosphatidate, yeast)"	2	1	1
m2582580649	TRNA-CHARGING-PWY	tRNA charging	21	14	20
m2582580649	ILEUSYN-PWY	L-isoleucine biosynthesis I (from threonine)	7	5	8
m2582580649	PWY-7269	NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast)	5	1	1
m2582580649	FORMASS-PWY	formaldehyde oxidation IV (thiol-independent)	1	0	1
m2582580649	HISTSYN-PWY	L-histidine biosynthesis	10	8	9
m2582580649	PWY0-1241	ADP-L-glycero-beta-D-manno-heptose biosynthesis	5	2	2
m2582580649	PWY0-662	PRPP biosynthesis I	1	1	1
m2582580649	PWY-0	putrescine degradation III	4	1	1
m2582580649	HYDROXYPRODEG-PWY	trans-4-hydroxy-L-proline degradation I	5	1	1
m2582580649	PWY-2781	cis-zeatin biosynthesis	5	1	1
m2582580649	PWY0-1261	anhydromuropeptides recycling	10	3	6
m2582580649	PWY-7219	adenosine ribonucleotides de novo biosynthesis	4	4	9
m2582580649	PROSYN-PWY	L-proline biosynthesis I	4	3	3
m2582580649	PWY-6307	"L-tryptophan degradation X (mammalian, via tryptamine)"	4	1	1
m2582580649	TYRSYN	L-tyrosine biosynthesis I	3	2	4
m2582580649	PWY490-4	L-asparagine biosynthesis III (tRNA-dependent)	3	2	5
m2582580649	SERSYN-PWY	L-serine biosynthesis	3	2	3
m2582580649	PWY-5921	glutaminyl-tRNA<sup>gln</sup> biosynthesis via transamidation	2	1	4
m2582580649	PWY-5785	"di-trans,poly-cis-undecaprenyl phosphate biosynthesis"	2	2	2
m2582580649	THIOREDOX-PWY	thioredoxin pathway	2	1	1
m2582580649	PWY-6147	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	5	3	3
m2582580649	FASYN-ELONG-PWY	fatty acid elongation -- saturated	5	4	5
m2582580649	ARGSYNBSUB-PWY	L-arginine biosynthesis II (acetyl cycle)	9	8	9
m2582580649	GLUTORN-PWY	L-ornithine biosynthesis I	5	4	5
m2582580649	PWY-5989	stearate biosynthesis II (bacteria and plants)	6	4	5
m2582580649	PWY-6303	methyl indole-3-acetate interconversion	2	1	1
m2582580649	PWY0-1507	biotin biosynthesis from 8-amino-7-oxononanoate I	3	3	3
m2582580649	PWY-5344	L-homocysteine biosynthesis	2	2	2
m2582580649	PWY-6936	seleno-amino acid biosynthesis	5	2	3
m2582580649	PWY-5973	cis-vaccenate biosynthesis	5	4	5
m2582580649	PWY-6282	palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	9	8	5
m2582580649	TCA	TCA cycle I (prokaryotic)	10	7	7
m2582580649	PWY-5971	palmitate biosynthesis II (bacteria and plants)	31	27	5
m2582580649	CYSTSYN-PWY	L-cysteine biosynthesis I	2	2	3
m2582580649	PWY-7185	UTP and CTP dephosphorylation I	5	3	2
m2582580649	OXIDATIVEPENT-PWY	pentose phosphate pathway (oxidative branch)	3	3	3
m2582580649	PWY-1269	CMP-3-deoxy-D-manno-octulosonate biosynthesis	5	4	6
m2582580649	GLYCOLYSIS	glycolysis I (from glucose 6-phosphate)	12	8	8
m2582580649	PWY-6966	methanol oxidation to formaldehyde I	1	1	2
m2582580649	PWY-6012-1	acyl carrier protein activation	1	1	1
m2582580649	PWY-6124	inosine-5-phosphate biosynthesis II	5	4	5
m2582580649	PWY-1722	"formate assimilation into 5,10-methylenetetrahydrofolate"	3	2	3
m2582580649	PWY-4621	arsenate detoxification II (glutaredoxin)	2	1	1
m2582580649	PWY-6122	5-aminoimidazole ribonucleotide biosynthesis II	5	4	5
m2582580649	PWY-7382	lipoate biosynthesis and incorporation (yeast)	7	3	1
m2582580649	PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I	5	4	5
m2582580649	PWY-7184	pyrimidine deoxyribonucleotides de novo biosynthesis I	9	4	4
m2582580649	PWY-5669	phosphatidylethanolamine biosynthesis I	2	2	3
m2582580649	PWY-5188	tetrapyrrole biosynthesis I (from glutamate)	6	2	2
m2582580649	KDO-LIPASYN-PWY	(Kdo)2-lipid A biosynthesis I	2	1	1
m2582580649	PWY0-1264	biotin-carboxyl carrier protein assembly	4	2	1
m2582580649	PWY-7112	4-hydroxy-2-nonenal detoxification	4	1	3
m2582580649	PWY0-1021	L-alanine biosynthesis III	1	1	1
m2582580650	CYSTSYN-PWY	L-cysteine biosynthesis I	2	1	1
m2582580650	GLUTAMINDEG-PWY	L-glutamine degradation I	1	1	2
m2582580650	PWY-5783	octaprenyl diphosphate biosynthesis	1	1	1
m2582580650	PWY-2161	folate polyglutamylation	5	4	2
m2582580650	PWY-4181	glutathione amide metabolism	3	1	1
m2582580650	PWY-1722	"formate assimilation into 5,10-methylenetetrahydrofolate"	3	3	2
m2582580650	NADPHOS-DEPHOS-PWY-1	NAD phosphorylation and transhydrogenation	2	2	2
m2582580650	PWY-5350	thiosulfate disproportionation III (rhodanese)	1	1	1
m2582580650	PWY-5083	NAD/NADH phosphorylation and dephosphorylation	6	2	2
m2582580650	PWY-5344	L-homocysteine biosynthesis	2	2	2
m2582580650	PWY0-461	L-lysine degradation I	1	1	1
m2582580650	PWY-5162	2-oxopentenoate degradation	3	1	1
m2582580650	PWY-5087	L-glutamate degradation VI (to pyruvate)	4	1	1
m2582580650	VALSYN-PWY	L-valine biosynthesis	4	4	4
m2582580650	PWY-6823	molybdenum cofactor biosynthesis	7	3	3
m2582580650	PWY-5964	guanylyl molybdenum cofactor biosynthesis	1	1	1
m2582580650	PWY0-1021	L-alanine biosynthesis III	1	1	1
m2582580650	PWY-5905	hypusine biosynthesis	5	4	1
m2582580650	PWY-6892	thiazole biosynthesis I (facultative anaerobic bacteria)	7	4	3
m2582580650	LEUSYN-PWY	L-leucine biosynthesis	6	5	5
m2582580650	PWY-46	putrescine biosynthesis III	1	1	1
m2582580650	GLUTATHIONESYN-PWY	glutathione biosynthesis	2	2	3
m2582580650	PWY-5669	phosphatidylethanolamine biosynthesis I	2	2	2
m2582580650	SERSYN-PWY	L-serine biosynthesis	3	1	1
m2582580650	PPGPPMET-PWY	ppGpp biosynthesis	6	2	1
m2582580650	PWY-7250	[2Fe-2S] iron-sulfur cluster biosynthesis	10	4	1
m2582580650	PWY-7193	pyrimidine ribonucleosides salvage I	3	2	1
m2582580650	PWY-5123	"trans, trans-farnesyl diphosphate biosynthesis"	3	1	1
m2582580650	PWY-5329	L-cysteine degradation III	2	1	1
m2582580650	PWY0-1479	tRNA processing	10	5	3
m2582580650	TRPSYN-PWY	L-tryptophan biosynthesis	6	5	5
m2582580650	NAGLIPASYN-PWY	lipid IVA biosynthesis	6	2	2
m2582580650	PYRIDNUCSYN-PWY	NAD biosynthesis I (from aspartate)	6	3	3
m2582580650	TRNA-CHARGING-PWY	tRNA charging	21	15	16
m2582580650	PWY5F9-12	biphenyl degradation	5	1	1
m2582580650	PWY-5	canavanine biosynthesis	4	2	2
m2582580650	PWY-5921	glutaminyl-tRNA<sup>gln</sup> biosynthesis via transamidation	2	1	2
m2582580650	PWY-2781	cis-zeatin biosynthesis	5	1	1
m2582580650	CITRULLINE-DEG-PWY	L-citrulline degradation	2	1	1
m2582580650	PWY-4984	urea cycle	5	3	4
m2582580650	PWY0-1241	ADP-L-glycero-beta-D-manno-heptose biosynthesis	5	1	1
m2582580650	PWY-5686	UMP biosynthesis	6	5	7
m2582580650	PWY-7176	UTP and CTP de novo biosynthesis	3	1	1
m2582580650	PWY490-4	L-asparagine biosynthesis III (tRNA-dependent)	3	2	2
m2582580650	PWY-5084	2-oxoglutarate decarboxylation to succinyl-CoA	3	3	2
m2582580650	THIOREDOX-PWY	thioredoxin pathway	2	1	1
m2582580650	PWY-7197	pyrimidine deoxyribonucleotide phosphorylation	4	2	2
m2582580650	PWY-7205	CMP phosphorylation	2	1	1
m2582580650	PWY0-541	cyclopropane fatty acid (CFA) biosynthesis	1	1	2
m2582580650	PWY0-1264	biotin-carboxyl carrier protein assembly	4	1	1
m2582580650	PWY-6124	inosine-5-phosphate biosynthesis II	5	2	2
m2582580650	PWY-1269	CMP-3-deoxy-D-manno-octulosonate biosynthesis	5	3	3
m2582580650	ARGSYNBSUB-PWY	L-arginine biosynthesis II (acetyl cycle)	9	6	6
m2582580650	PWY-6614	tetrahydrofolate biosynthesis	3	1	1
m2582580650	HISTSYN-PWY	L-histidine biosynthesis	10	4	3
m2582580650	PWY-7417	"phospholipid remodeling (phosphatidate, yeast)"	2	1	1
m2582580650	PWY-7587	oleate biosynthesis III (cyanobacteria)	3	1	1
m2582580650	PWY-6654	phosphopantothenate biosynthesis III	4	2	2
m2582580650	PWY-7589	palmitoleate biosynthesis III (cyanobacteria)	2	1	1
m2582580650	PWY-7219	adenosine ribonucleotides de novo biosynthesis	4	2	5
m2582580650	PWY-6163	chorismate biosynthesis from 3-dehydroquinate	6	3	4
m2582580650	PWY66-373	sucrose degradation V (sucrose alpha-glucosidase)	5	1	1
m2582580650	PWY-6164	3-dehydroquinate biosynthesis I	2	1	1
m2582580650	PWY-6545	pyrimidine deoxyribonucleotides de novo biosynthesis III	9	2	3
m2582580650	PWY-7210	pyrimidine deoxyribonucleotides biosynthesis from CTP	8	2	2
m2582580650	PWY-7206	pyrimidine deoxyribonucleotides dephosphorylation	3	0	1
m2582580650	PWY-2301	myo-inositol biosynthesis	2	1	1
m2582580650	PWY-6619	adenine and adenosine salvage VI	1	1	1
m2582580650	PWY-5097	L-lysine biosynthesis VI	7	4	5
m2582580650	ASPARTATESYN-PWY	L-aspartate biosynthesis	1	1	2
m2582580650	ASPARTATE-DEG1-PWY	L-aspartate degradation I	1	1	2
m2582580650	PWY-6932	selenate reduction	5	1	1
m2582580650	PWY-6387	UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	8	4	4
m2582580650	PWY0-662	PRPP biosynthesis I	1	1	1
m2582580650	PWY-6936	seleno-amino acid biosynthesis	5	1	1
m2582580650	ALANINE-VALINESYN-PWY	L-alanine biosynthesis I	3	2	2
m2582580650	ILEUSYN-PWY	L-isoleucine biosynthesis I (from threonine)	7	4	4
m2582580651	PWY0-1261	anhydromuropeptides recycling	10	4	5
m2582580651	PWY0-662	PRPP biosynthesis I	1	1	1
m2582580651	PWY-5086	chlorophyll a biosynthesis I	1	1	3
m2582580651	PWY490-4	L-asparagine biosynthesis III (tRNA-dependent)	3	2	4
m2582580651	PWY-5509	"adenosylcobalamin biosynthesis from cobyrinate a,c-diamide I"	8	6	7
m2582580651	TYRFUMCAT-PWY	L-tyrosine degradation I	5	1	2
m2582580651	PWY0-1299	arginine dependent acid resistance	1	1	1
m2582580651	ASPARTATESYN-PWY	L-aspartate biosynthesis	1	1	3
m2582580651	ANAGLYCOLYSIS-PWY	glycolysis III (from glucose)	10	9	12
m2582580651	PWY-6139	CMP-N-acetylneuraminate biosynthesis II (bacteria)	3	2	2
m2582580651	P283-PWY	hydrogen oxidation I (aerobic)	1	1	3
m2582580651	PWY-5921	glutaminyl-tRNA<sup>gln</sup> biosynthesis via transamidation	2	1	3
m2582580651	GLYCOLYSIS	glycolysis I (from glucose 6-phosphate)	12	10	12
m2582580651	HISTSYN-PWY	L-histidine biosynthesis	10	5	5
m2582580651	MGLDLCTANA-PWY	methylglyoxal degradation VI	4	1	2
m2582580651	PWY-5783	octaprenyl diphosphate biosynthesis	1	1	2
m2582580651	PWY-5508	"adenosylcobalamin biosynthesis from cobyrinate a,c-diamide II"	9	6	7
m2582580651	PWY66-373	sucrose degradation V (sucrose alpha-glucosidase)	5	2	3
m2582580651	PWY0-1313	acetate conversion to acetyl-CoA	1	1	2
m2582580651	PWY-5107	phytol salvage pathway	2	1	2
m2582580651	PWY-5382	"hydrogen oxidation II (aerobic, NAD)"	1	1	1
m2582580651	PWY-6894	thiamine diphosphate biosynthesis I (E. coli)	2	2	4
m2582580651	PWY-6758	hydrogen production II	1	1	1
m2582580651	PWY-5947	lutein biosynthesis	3	1	1
m2582580651	PWY0-1241	ADP-L-glycero-beta-D-manno-heptose biosynthesis	5	3	3
m2582580651	PWY-7346	UDP-alpha-D-glucuronate biosynthesis (from UDP-glucose)	1	1	2
m2582580651	PWY-6303	methyl indole-3-acetate interconversion	2	1	2
m2582580651	PWY-5082	L-methionine degradation III	3	1	2
m2582580651	NADPHOS-DEPHOS-PWY	NAD phosphorylation and dephosphorylation	3	2	2
m2582580651	PWY-5989	stearate biosynthesis II (bacteria and plants)	6	4	9
m2582580651	PWY-5905	hypusine biosynthesis	5	4	1
m2582580651	TYRSYN	L-tyrosine biosynthesis I	3	2	2
m2582580651	PWY0-1479	tRNA processing	10	2	1
m2582580651	PWY0-1021	L-alanine biosynthesis III	1	1	2
m2582580651	HEMESYN2-PWY	heme biosynthesis II (anaerobic)	4	3	6
m2582580651	PWY-7197	pyrimidine deoxyribonucleotide phosphorylation	4	4	3
m2582580651	PWY-7269	NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast)	5	2	2
m2582580651	PWY-1269	CMP-3-deoxy-D-manno-octulosonate biosynthesis	5	4	5
m2582580651	PWY-6122	5-aminoimidazole ribonucleotide biosynthesis II	5	5	7
m2582580651	PWY-5943	beta-carotene biosynthesis	2	2	1
m2582580651	PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I	5	5	6
m2582580651	PWY-5837	"1,4-dihydroxy-2-naphthoate biosynthesis"	7	6	7
m2582580651	CITRULLINE-DEG-PWY	L-citrulline degradation	2	1	1
m2582580651	PWY-7221	guanosine ribonucleotides de novo biosynthesis	4	4	5
m2582580651	PWY-4984	urea cycle	5	4	7
m2582580651	PWY-7250	[2Fe-2S] iron-sulfur cluster biosynthesis	10	4	2
m2582580651	RIBOSYN2-PWY	flavin biosynthesis I (bacteria and plants)	9	5	5
m2582580651	PWY-7179	purine deoxyribonucleosides degradation I	4	4	2
m2582580651	DTDPRHAMSYN-PWY	dTDP-L-rhamnose biosynthesis I	4	3	7
m2582580651	PWY-6609	adenine and adenosine salvage III	4	4	4
m2582580651	TCA	TCA cycle I (prokaryotic)	10	9	16
m2582580651	PWY-5084	2-oxoglutarate decarboxylation to succinyl-CoA	3	3	3
m2582580651	PWY-5194	siroheme biosynthesis	4	4	2
m2582580651	PWY-5350	thiosulfate disproportionation III (rhodanese)	1	1	2
m2582580651	PWY-6952	glycerophosphodiester degradation	2	1	1
m2582580651	GLUTORN-PWY	L-ornithine biosynthesis I	5	4	4
m2582580651	PWY-7560	methylerythritol phosphate pathway II	9	9	8
m2582580651	PWY-7238	sucrose biosynthesis II	8	3	3
m2582580651	PWY-5659	GDP-mannose biosynthesis	4	4	5
m2582580651	PWY0-1586	peptidoglycan maturation (meso-diaminopimelate containing)	12	4	5
m2582580651	PWY-6124	inosine-5-phosphate biosynthesis II	5	4	4
m2582580651	NONMEVIPP-PWY	methylerythritol phosphate pathway I	9	9	8
m2582580651	PWY-6737	starch degradation V	4	1	1
m2582580651	PWY66-21	ethanol degradation II	3	3	5
m2582580651	PWY-7219	adenosine ribonucleotides de novo biosynthesis	4	4	20
m2582580651	PWY-5971	palmitate biosynthesis II (bacteria and plants)	31	22	9
m2582580651	PWY-5901	"2,3-dihydroxybenzoate biosynthesis"	3	2	2
m2582580651	PWY-0	putrescine degradation III	4	1	1
m2582580651	PWY-5172	acetyl-CoA biosynthesis III (from citrate)	1	1	2
m2582580651	PWY-241	"C4 photosynthetic carbon assimilation cycle, NADP-ME type"	5	3	4
m2582580651	CHLOROPHYLL-SYN	"chlorophyllide a biosynthesis I (aerobic, light-dependent)"	10	9	16
m2582580651	PWY-6012-1	acyl carrier protein activation	1	1	1
m2582580651	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	4	3	4
m2582580651	PWY66-399	gluconeogenesis III	12	11	13
m2582580651	PYRIDNUCSYN-PWY	NAD biosynthesis I (from aspartate)	6	6	5
m2582580651	PWY-7158	L-phenylalanine degradation V	3	2	2
m2582580651	FASYN-ELONG-PWY	fatty acid elongation -- saturated	5	3	5
m2582580651	PWY-5143	long-chain fatty acid activation	1	1	4
m2582580651	PWY-7159	"chlorophyllide a biosynthesis III (aerobic, light independent)"	10	9	16
m2582580651	PWY-5653	NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde	4	3	3
m2582580651	DAPLYSINESYN-PWY	L-lysine biosynthesis I	9	7	8
m2582580651	PWY-5686	UMP biosynthesis	6	5	7
m2582580651	12DICHLORETHDEG-PWY	"1,2-dichloroethane degradation"	4	1	1
m2582580651	PHENYLALANINE-DEG1-PWY	L-phenylalanine degradation I (aerobic)	3	2	2
m2582580651	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	4	3	4
m2582580651	PWY-5097	L-lysine biosynthesis VI	7	6	7
m2582580651	PWY-5973	cis-vaccenate biosynthesis	5	3	5
m2582580651	PWY0-1507	biotin biosynthesis from 8-amino-7-oxononanoate I	3	3	3
m2582580651	PWY-7176	UTP and CTP de novo biosynthesis	3	3	3
m2582580651	PWY-6307	"L-tryptophan degradation X (mammalian, via tryptamine)"	4	1	1
m2582580651	MALATE-ASPARTATE-SHUTTLE-PWY	L-aspartate degradation II	2	2	4
m2582580651	PWY-6000	gamma-linolenate biosynthesis II (animals)	2	1	4
m2582580651	GLYCOGENSYNTH-PWY	glycogen biosynthesis I (from ADP-D-Glucose)	4	1	1
m2582580651	PWY1-2	L-alanine degradation IV	1	1	2
m2582580651	PWY-7185	UTP and CTP dephosphorylation I	5	3	2
m2582580651	PWY-7344	UDP-D-galactose biosynthesis	1	1	2
m2582580651	P23-PWY	reductive TCA cycle I	12	10	18
m2582580651	PWY-6282	palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	9	6	5
m2582580651	TRIGLSYN-PWY	diacylglycerol and triacylglycerol biosynthesis	7	2	3
m2582580651	PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	12	9	18
m2582580651	PWY-5207	coenzyme B/coenzyme M regeneration	3	1	1
m2582580651	SALVADEHYPOX-PWY	adenosine nucleotides degradation II	5	3	4
m2582580651	PWY-5913	partial TCA cycle (obligate autotrophs)	11	10	16
m2582580651	ARGSYNBSUB-PWY	L-arginine biosynthesis II (acetyl cycle)	9	9	12
m2582580651	PWY-5723	Rubisco shunt	10	8	8
m2582580651	CALVIN-PWY	Calvin-Benson-Bassham cycle	13	9	10
m2582580651	PPGPPMET-PWY	ppGpp biosynthesis	6	3	2
m2582580651	PWY-6545	pyrimidine deoxyribonucleotides de novo biosynthesis III	9	9	9
m2582580651	PWY0-1264	biotin-carboxyl carrier protein assembly	4	3	6
m2582580651	N2FIX-PWY	nitrogen fixation I (ferredoxin)	1	1	2
m2582580651	PWY-6613	"tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate"	2	1	1
m2582580651	THIOREDOX-PWY	thioredoxin pathway	2	1	2
m2582580651	PWY-5076	L-leucine degradation III	3	2	3
m2582580651	MANNCAT-PWY	D-mannose degradation	1	1	1
m2582580651	LCYSDEG-PWY	L-cysteine degradation II	3	1	2
m2582580651	P222-PWY	sulfide oxidation I (sulfide-quinone reductase)	1	1	2
m2582580651	PWY-5493	reductive monocarboxylic acid cycle	2	1	4
m2582580651	KDOSYN-PWY	Kdo transfer to lipid IVA I	2	1	1
m2582580651	PWY-7335	UDP-N-acetyl-alpha-D-mannosaminouronate biosynthesis	2	1	1
m2582580651	OXIDATIVEPENT-PWY	pentose phosphate pathway (oxidative branch)	3	3	3
m2582580651	PWY-7299	progesterone biosynthesis	2	1	1
m2582580651	TREHALOSESYN-PWY	trehalose biosynthesis III	2	1	1
m2582580651	GLUTSYN-PWY	L-glutamate biosynthesis I	1	1	3
m2582580651	PWY-881	trehalose biosynthesis II	2	1	1
m2582580651	PWY-3781	aerobic respiration I (cytochrome c)	4	4	29
m2582580651	PWY-5078	L-isoleucine degradation II	3	2	3
m2582580651	GLUTAMINEFUM-PWY	L-glutamine degradation II	1	1	3
m2582580651	PWY-4621	arsenate detoxification II (glutaredoxin)	2	2	10
m2582580651	NONOXIPENT-PWY	pentose phosphate pathway (non-oxidative branch)	5	5	5
m2582580651	ARGDEG-III-PWY	L-arginine degradation IV (arginine decarboxylase/agmatine deiminase pathway)	3	3	3
m2582580651	PWY-6683	sulfate reduction III (assimilatory)	3	2	5
m2582580651	PWY-5852	demethylmenaquinol-8 biosynthesis I	1	1	1
m2582580651	ILEUSYN-PWY	L-isoleucine biosynthesis I (from threonine)	7	4	6
m2582580651	PWY-5892	menaquinol-12 biosynthesis	2	1	1
m2582580651	GLYCLEAV-PWY	glycine cleavage	3	3	4
m2582580651	PWY-5853	demethylmenaquinol-6 biosynthesis I	1	1	1
m2582580651	PWY0-541	cyclopropane fatty acid (CFA) biosynthesis	1	1	1
m2582580651	PWY-5851	demethylmenaquinol-9 biosynthesis	1	1	1
m2582580651	PWY-5891	menaquinol-11 biosynthesis	2	1	1
m2582580651	PWY-46	putrescine biosynthesis III	1	1	1
m2582580651	LEUSYN-PWY	L-leucine biosynthesis	6	5	6
m2582580651	PWY0-1275	lipoate biosynthesis and incorporation II	2	1	1
m2582580651	PWY-5895	menaquinol-13 biosynthesis	2	1	1
m2582580651	SAM-PWY	S-adenosyl-L-methionine biosynthesis	1	1	1
m2582580651	PWY-66	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	2	2	3
m2582580651	PWY-4381	fatty acid biosynthesis initiation I	3	3	7
m2582580651	PWY-5344	L-homocysteine biosynthesis	2	2	2
m2582580651	KDO-LIPASYN-PWY	(Kdo)2-lipid A biosynthesis I	2	1	1
m2582580651	VALSYN-PWY	L-valine biosynthesis	4	4	6
m2582580651	PWY-5839	menaquinol-7 biosynthesis	2	1	1
m2582580651	PWY-7388	"octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)"	9	5	9
m2582580651	XYLCAT-PWY	xylose degradation I	2	1	1
m2582580651	ASPARTATE-DEG1-PWY	L-aspartate degradation I	1	1	3
m2582580651	TRPSYN-PWY	L-tryptophan biosynthesis	6	6	8
m2582580651	PWY-5152	leucodelphinidin biosynthesis	5	1	1
m2582580651	PWY-6936	seleno-amino acid biosynthesis	5	2	4
m2582580651	NAGLIPASYN-PWY	lipid IVA biosynthesis	6	5	5
m2582580651	PWY-5188	tetrapyrrole biosynthesis I (from glutamate)	6	6	6
m2582580651	PWY-6387	UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	8	7	7
m2582580651	PWY-5890	menaquinol-10 biosynthesis	2	1	1
m2582580651	PROSYN-PWY	L-proline biosynthesis I	4	3	3
m2582580651	TRNA-CHARGING-PWY	tRNA charging	21	19	20
m2582580651	PWY-6038	citrate degradation	2	2	1
m2582580651	PANTO-PWY	phosphopantothenate biosynthesis I	4	3	3
m2582580651	ALANINE-VALINESYN-PWY	L-alanine biosynthesis I	3	2	2
m2582580651	PWY-5663	tetrahydrobiopterin biosynthesis I	3	3	3
m2582580651	PWY-5669	phosphatidylethanolamine biosynthesis I	2	2	3
m2582580651	PWY-6317	D-galactose degradation I (Leloir pathway)	6	2	3
m2582580651	PWY1F-823	leucopelargonidin and leucocyanidin biosynthesis	4	2	1
m2582580651	PWY-6932	selenate reduction	5	1	4
m2582580651	PWY0-1319	CDP-diacylglycerol biosynthesis II	4	3	4
m2582580651	PWY-5	canavanine biosynthesis	4	3	4
m2582580651	PWY-6147	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	5	3	3
m2582580651	PWY-5667	CDP-diacylglycerol biosynthesis I	4	3	4
m2582580651	CYSTSYN-PWY	L-cysteine biosynthesis I	2	2	4
m2582580651	PWY-6286	spheroidene and spheroidenone biosynthesis	6	2	2
m2582580651	GLNSYN-PWY	L-glutamine biosynthesis I	1	1	1
m2582580651	PWY-6164	3-dehydroquinate biosynthesis I	2	2	2
m2582580651	TRESYN-PWY	trehalose biosynthesis I	2	1	1
m2582580651	PWY-6268	adenosylcobalamin salvage from cobalamin	1	1	2
m2582580651	PWY-7205	CMP phosphorylation	2	2	2
m2582580651	PWY-5063	phytyl diphosphate biosynthesis	3	3	1
m2582580651	PWY-6333	acetaldehyde biosynthesis I	1	1	2
m2582580651	PWY-7586	"beta-1,4-D-mannosyl-N-acetyl-D-glucosamine degradation"	3	2	3
m2582580651	PWY-1881	formate oxidation to CO2	1	1	1
m2582580651	PWY-2301	myo-inositol biosynthesis	2	1	1
m2582580651	PWY-7206	pyrimidine deoxyribonucleotides dephosphorylation	3	1	2
m2582580651	PWY-5785	"di-trans,poly-cis-undecaprenyl phosphate biosynthesis"	2	1	1
m2582580651	PWY66-162	ethanol degradation IV	3	3	4
m2582580651	PWY-2781	cis-zeatin biosynthesis	5	1	1
m2582580651	PWY-6700	queuosine biosynthesis	4	3	4
m2582580651	PWY-6363	"D-myo-inositol (1,4,5)-trisphosphate degradation"	3	1	1
m2582580651	PWY-6614	tetrahydrofolate biosynthesis	3	1	1
m2582580651	PWY-5506	methanol oxidation to formaldehyde IV	2	1	1
m2582580651	DETOX1-PWY	superoxide radicals degradation	2	1	1
m2582580651	PWY-5155	beta-alanine biosynthesis III	1	1	1
m2582580651	PWY-6163	chorismate biosynthesis from 3-dehydroquinate	6	5	5
m2582580651	UDPNAGSYN-PWY	UDP-N-acetyl-D-glucosamine biosynthesis I	5	3	4
m2582580651	PWY-6620	guanine and guanosine salvage	2	2	2
m2582580651	SERSYN-PWY	L-serine biosynthesis	3	2	2
m2582580651	PWY0-43	conversion of succinate to propanoate	3	2	3
m2582580651	HOMOSER-THRESYN-PWY	L-threonine biosynthesis	2	2	2
m2582580651	PWY-7417	"phospholipid remodeling (phosphatidate, yeast)"	2	1	2
